,LIMIT_BAL,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,PAY_AMTSEP,PAY_AMTAUG,PAY_AMTJUL,PAY_AMTJUN,PAY_AMTMAY,PAY_AMTAPR,PAID_TO_REMAINING_SEP,PAID_TO_REMAINING_AUG,PAID_TO_REMAINING_JUL,PAID_TO_REMAINING_JUN,PAID_TO_REMAINING_MAY,PAID_TO_REMAINING_APR,CREDIT_UTIL_MEAN,CREDIT_UTIL_TREND
21282,-0.631578947368421,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1496632576702419,0.13741562198649954,-0.13063063063063066,-0.22600681226207173,1.6522261531272946,-0.3878975950349108,0.008736128680040194,-0.004615606471749455,0.008723687520253987,-0.013203807012800564,0.5471505693085655,-0.06796912351997628,0.9546823822110534,4.080596471673277
6455,0.7368421052631579,1.0,-2.0,-1.0,0.0,0.0,-1.0,-0.5238214018458468,2.3854869816779174,-0.39335281227173124,-0.38763106925799773,0.8442694079166944,1.2355831393845358,1.573936740984649,1.2163880034833434,-0.05445605041067673,-0.05751471297484205,1.9296822982721917,1.3289637250887614,-0.4122023549443583,-0.09681725528082198
19701,0.7368421052631579,0.0,0.0,-1.0,0.0,0.0,0.0,-0.5238214018458468,17.428324493732,0.5737764791818846,0.5097174914846724,0.5310726920766304,0.9813809154383244,-0.12646691874045582,1.2163880034833434,-0.026298147664127577,-0.025369555149802762,-0.02556703864102888,-0.00931624812210559,-0.06748925545694702,-1.723594335071403
19409,0.05263157894736842,0.0,0.0,0.0,-1.0,0.0,0.0,0.9728111748565728,0.24807135969141758,1.7615047479912345,0.13357376611233554,-0.40050730925839395,0.6464959917248513,0.8201300341590273,0.48919563152223605,1.713446032006818,0.4539981522165106,-0.06236037770215913,0.5503308674477596,-0.36617523104844235,0.059993183582976256
2559,0.8947368421052632,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.5382888500873035,15.428640308582452,1.6380569758948138,0.052093768783810876,-0.20025365462919698,1.5128006206361522,0.571578421161592,2.5314860999429354,0.08404684196156582,0.17772203093853642,0.3966966202501917,2.0067364961722616,-0.35088415464289163,0.32628738204751767
4927,0.15789473684210525,-1.0,-1.0,-1.0,0.0,0.0,0.0,3.6754801696183583,0.045805207328833177,0.8995617238860483,0.9350163627863487,1.7622321607369333,-0.3878975950349108,3.274340400709754,0.07314709812628159,2.383808900823863,0.7487354856349372,0.6093820207403458,-0.06796912351997628,-0.3369105166223383,-0.21970363469861368
4666,-0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.27438263906211036,0.6275313404050143,-0.1742147552958364,0.0,0.0,-0.13809154383242822,-0.05417084477255186,-0.0188019340309508,-0.05778934734626221,-0.0012010410266682949,-0.00901825036074324,-0.03393560856578019,0.5650853577020234,3.3283757619615058
25319,-0.47368421052631576,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.2743826390621102,-0.390549662487946,6.107255904553202,-0.13357376611233554,-0.13350243641946466,-0.12929919834497028,-0.08407763670114035,-0.07611689190055894,2.383808900823863,-0.01926246701462294,-0.023808528444520527,-0.029443059126968908,0.2916300478971883,0.30983614963867945
22976,1.894736842105263,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.12072836118732855,0.6060752169720347,0.41453615777940106,0.18914045281506706,0.28035511648087574,1.1515386604603053,0.8678401771476796,2.203729453611675,0.8809547205885163,0.7021259306323491,1.1358033357033654,2.0067364961722616,-0.42689445945774274,-0.0199835640228786
20121,1.894736842105263,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.6787228735345474,1.3404050144648023,-0.05831507182858536,-0.4007212983370066,3.149322475135171,9.462115334884924,0.16717628542469853,1.0287296114630617,0.18085093666004431,-0.06468430214140036,0.975108437670154,2.0067364961722616,-0.39520966852030165,0.2502453881310589
27971,-0.5789473684210527,1.0,2.0,2.0,2.0,0.0,0.0,-0.5238214018458468,0.3592092574734812,-0.44205015826637456,-0.4007212983370066,-0.13350243641946466,-0.3878975950349108,-0.12646691874045582,0.0741212128816879,-0.07511056079809333,-0.06468430214140036,-0.02570070224730708,-0.06796912351997628,0.9653283369935479,0.07783788530949436
5369,-0.6842105263157895,1.0,2.0,2.0,3.0,2.0,2.0,-0.5238214018458468,0.006027000964320144,-0.44205015826637456,-0.4007212983370066,-0.1150791001935785,-0.12929919834497028,-0.12646691874045582,0.2853634756654373,-0.07511056079809333,-0.06468430214140036,0.07106769780710481,0.04428634773271483,0.8088361760030074,-0.9221553722251196
8278,-0.631578947368421,0.0,0.0,0.0,0.0,-1.0,-1.0,0.7233724120728362,-0.17719382835101258,0.2163379595812028,0.45415080478194086,-0.40050730925839395,-0.3878975950349108,0.7277497293682071,0.021151946696778362,0.1472166720055504,0.20109549853624667,-0.06236037770215913,0.9693836863261426,0.25277062578501514,2.834649313120619
15058,1.1578947368421053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5238214018458468,1.395612343297975,1.6344046749452155,-0.4007212983370066,0.717175088445364,-0.3878975950349108,-0.12646691874045582,1.2163880034833434,1.2692711015119493,-0.06468430214140036,0.975108437670154,-0.06796912351997628,-0.4187343604243014,-0.02538840019422492
9977,-0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.3492142678972313,0.09136933461909351,0.1345264183102021,0.9350163627863487,0.1238902609972632,0.053529868114817705,-0.06805387649637809,-0.055486234840679986,-0.033915170225300856,0.02998147511259457,-0.030038733797538016,-0.036624333078553055,0.398822210798904,1.2609723992392885
28537,-0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.08031928161636318,0.13259402121504338,0.14864864864864866,-0.12342215988779806,-0.10252987117014889,-0.04344453064391,0.30522885315201825,0.1868897650943785,0.13587262565924785,0.013199580991141553,0.005316451731760752,0.008773666966834574,0.6621927885533244,-1.9770562284319242
16073,-0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,-0.024943876278373613,-0.16947926711668274,0.04492330168005841,-0.33340012021638954,-0.33402309592150053,-0.36203775536591676,0.08395303667658462,0.030515770648492483,0.11506109129950573,-0.041418025155645515,-0.04184987869241676,-0.05963964857340399,0.24363889357261365,0.40141238191388195
14557,0.3157894736842105,3.0,2.0,2.0,2.0,0.0,0.0,1.471688700424046,0.2386692381870781,0.3858047236425615,1.4158819207907567,3.230758961351045,1.1378329454357383,-0.049209643356386244,-0.07676362673691525,-0.05167363571058779,-0.01783675311448939,0.01547224617493471,-0.036032921092078195,0.9353336546461807,-0.2962183896721602
8079,-0.2631578947368421,2.0,2.0,2.0,2.0,0.0,0.0,0.4739336492890996,0.019286403085824525,-0.44205015826637456,0.15441127362585993,0.3738068219745011,0.12929919834497028,-0.05107854309730835,-0.06880133520567135,-0.07511056079809333,-0.021837356819866587,-0.010946998037781625,-0.032469480796429695,0.8275158055909929,2.044483435097193
17643,-0.631578947368421,0.0,0.0,2.0,2.0,2.0,0.0,0.23197804938887515,-0.4845708775313404,0.08753347942537128,-0.4007212983370066,2.269541419130899,-0.14714248771657615,0.1271747436908477,-0.09871009297624893,0.07298020259083492,-0.06468430214140036,0.8372830626137557,-0.018314857917573375,0.9296660756282572,0.9157653389193825
6783,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,-0.024943876278373613,0.11812921890067501,0.04492330168005841,0.13357376611233554,0.13350243641946466,0.12929919834497028,-0.04180021922467895,-0.01952166287005453,-0.01795695780383552,-0.00915622482109323,-0.01654994738590039,-0.0232431093416023,-0.1231138871508922,-0.16762165600482223
20568,1.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,1.970566225991519,7.229990356798458,3.940710981251522,0.9350163627863487,0.6675121820973233,2.1980863718644947,-0.021852444781731553,0.17223640479097171,0.0542404428117519,-0.029318633902740025,-0.03589939918089889,0.006225018055102271,0.16939812158029754,0.13792340445744355
19262,-0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.7982040409079573,0.5520732883317262,0.7266861456050646,0.2671475322246711,0.13350243641946466,0.12929919834497028,-0.037516117321696144,-0.04481776652264904,-0.019464735523063947,-0.03656976616418974,-0.019594911992960182,-0.005941330537070343,0.7201040371070423,2.9221459716876463
21287,-0.631578947368421,1.0,2.0,0.0,0.0,0.0,0.0,-0.5238214018458468,-0.1743008678881389,0.04492330168005841,-0.22760969745541973,-0.13350243641946466,-0.12929919834497028,-0.12646691874045582,0.0013390439950517552,0.06209061438447306,-0.021186789600135748,-0.006480338093610555,-0.014175677666101678,0.9345503924420958,-0.49021202477795944
498,0.5789473684210527,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-0.5238214018458468,-0.4845708775313404,-0.41283175066958855,-0.3991184131436586,0.038715706561644726,-0.3878975950349108,-0.12646691874045582,1.2163880034833434,1.154349170012885,-0.003596476079397532,0.975108437670154,-0.06796912351997628,-0.4350763228044479,-0.05522684993274671
3046,0.5789473684210527,-1.0,-1.0,-2.0,-2.0,-1.0,-1.0,-0.5238214018458468,-0.4845708775313404,-0.44205015826637456,0.27943631870700597,-0.40050730925839395,-0.3878975950349108,-0.12646691874045582,1.2163880034833434,1.154349170012885,1.1570722190986589,-0.06236037770215913,0.9693836863261426,-0.4268757320253996,0.04042229409098262
5511,-0.3157894736842105,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,-0.5238214018458468,0.45202507232401157,-0.44205015826637456,-0.4007212983370066,-0.40050730925839395,-0.16550297388156193,-0.12646691874045582,1.2163880034833434,-0.07511056079809333,1.1570722190986589,0.975108437670154,0.9693836863261426,-0.40862091427543984,0.19976757381457208
27082,-0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.5841855824395111,0.7690453230472516,0.7783053323593866,0.2671475322246711,0.9345170549362526,0.12929919834497028,-0.0657455397299252,-0.0444499836263229,-0.02531459025500811,-0.039873435959135055,0.05856518997999965,-0.015282201388526363,0.691304990941747,3.3035202355216784
14195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9728111748565728,0.9619093539054967,0.5099829559289019,0.6507713884992987,0.6330685535011015,0.6053788466511507,-0.04502541132584439,-0.03596486747005002,-0.03211207648722366,-0.019898889637550602,-0.023855293431876354,-0.03047879474110034,0.7937096167512669,0.7171750768841859
16086,-0.3684210526315789,2.0,2.0,2.0,2.0,2.0,2.0,-0.09977550511349458,-0.09884281581485053,-0.19856342829315807,-0.13357376611233554,0.0,-0.3878975950349108,-0.006202056802833973,-0.014661482857002,-0.027695993470250046,-0.018063050472314768,-0.0035847149360426125,-0.06796912351997628,0.12377730101864902,-0.23164659447604397
21228,-0.21052631578947367,2.0,2.0,2.0,2.0,2.0,2.0,0.27064105762035423,-0.4845708775313404,0.2884100316532749,-0.05342950644493424,-0.24030438555503636,0.12929919834497028,0.09079892376864902,-0.09871009297624893,0.06169875642864746,-0.010851483621468316,-0.04162482509645009,0.00119925853344053,-0.00898320222293552,-0.2589380050673561
23163,-0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.024943876278373727,-0.0024108003857280795,0.04492330168005841,0.05342950644493424,0.026700487283892942,0.05171967933798813,-0.03687124773728897,-0.03748008569160463,-0.01903486041902939,-0.010187396019756295,-0.019661794910830335,-0.023545117254051874,0.3388915072228044,0.19231888933128677
6933,0.3157894736842105,1.0,2.0,2.0,2.0,2.0,2.0,1.0977799950112248,-0.4845708775313404,1.99281714146579,0.6681359780939023,0.9345170549362526,-0.3878975950349108,-0.02781163813471825,-0.09871009297624893,0.034565683486956315,-0.023524962261626425,-0.019411676949869342,-0.06796912351997628,0.45232660180658446,-0.29587448061511123
4566,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.7233724120728362,0.7208293153326905,1.0188702215729242,1.2021638950110198,0.9606835324744678,0.9777605378846652,-0.05920145492760317,-0.04788347431906957,-0.019318169558883425,-0.010784468112442554,-0.024527103830086203,-0.02954514587470195,0.4133657394358855,-0.3453336384473514
28372,-0.3157894736842105,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,2.7091544025941636,-0.4845708775313404,0.14304845385926462,-0.2919922527215654,0.44750016687804556,1.509180243082493,3.274340400709754,-0.09871009297624893,0.16584790369409982,0.14311131179286796,2.012577253042467,2.0067364961722616,-0.33613436280374176,0.269899308625921
11636,-0.3157894736842105,-1.0,2.0,2.0,2.0,2.0,3.0,-0.5238214018458468,-0.12295081967213117,-0.44205015826637456,-0.13357376611233554,-0.40050730925839395,-0.12929919834497028,-0.12646691874045582,0.387522873424882,-0.07511056079809333,0.17525217100079502,-0.06236037770215913,0.11667893804038666,-0.3408446916481756,-0.13408937504847343
9034,-0.631578947368421,1.0,2.0,0.0,0.0,0.0,-2.0,-0.5238214018458468,-0.195274831243973,-0.34538592646700755,-0.4007212983370066,-0.40050730925839395,-0.3878975950349108,-0.12646691874045582,-0.020631836705147125,-0.0508850538925961,-0.06468430214140036,0.975108437670154,0.9693836863261426,0.5885737335716821,5.272675258299344
22498,-0.5789473684210527,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.259416313295086,3.9139344262295084,1.9231799366934503,7.109330127562946,2.057806554969628,3.3304887509697445,0.5081699569356454,2.051672123362276,0.5794781936605443,2.378828740338718,0.2775312845094512,1.5521129936492801,0.4599997875991022,1.2753485065749397
5636,-0.47368421052631576,1.0,2.0,0.0,0.0,0.0,0.0,-0.5238214018458468,-0.0024108003857280795,-0.0037740443145849053,0.2671475322246711,1.0680194913557173,0.07783811740367212,-0.12646691874045582,-0.036284056545916835,-0.023796360518459726,0.004403942669731681,0.06210691320936084,-0.03050552066985177,0.9209831269296662,-0.6269849781767711
1047,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.4292841107508107,-0.056653809064609484,-0.44205015826637456,0.08896012823081546,0.09345170549362528,0.12929919834497028,0.024994544387726227,-0.04767489060593528,-0.07511056079809333,-0.015380447105668268,-0.020969911496151603,-0.024103643263464578,0.05873381930305059,-0.1396589569737175
7986,-0.3157894736842105,-1.0,-1.0,-1.0,0.0,0.0,-2.0,-0.5238214018458468,-0.3254580520732884,-0.44205015826637456,-0.4007212983370066,-0.40050730925839395,-0.3878975950349108,-0.12646691874045582,1.2163880034833434,-0.07511056079809333,-0.06468430214140036,0.975108437670154,0.9693836863261426,-0.43378590148663615,-0.021483264639879235
19563,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,-0.024943876278373613,0.47974927675988427,-0.09629900170440713,0.13357376611233554,0.40050730925839395,7.574088440651668,-0.00860023869158022,0.0817802959699981,-0.010857025125810871,0.04604724462436381,0.11218992492343331,1.970130274243546,-0.27502202319639474,0.2719307680304533
2737,1.4736842105263157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13195310551259667,0.5665380906460945,0.060506452398344276,-0.0037400654511453735,0.2109338495427541,-0.054305663304887494,3.274340400709754,2.082281805298313,0.5079787968291721,1.1961005524160497,1.5364307307787268,0.5163911929435581,-0.42916701047547406,-0.03746424558860708
3881,0.3157894736842105,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.04040907957096526,0.6771938283510126,2.7412953494034573,-0.4007212983370066,-0.40050730925839395,-0.1836048616498578,0.48469448566370826,2.5314860999429354,2.383808900823863,-0.06468430214140036,-0.06236037770215913,0.9693836863261426,-0.40238202203434337,0.024105577090833497
1605,-0.21052631578947367,0.0,0.0,-2.0,-2.0,-2.0,-1.0,-0.5238214018458468,-0.4845708775313404,-0.44205015826637456,-0.4007212983370066,4.060610106134437,0.12929919834497028,-0.12646691874045582,1.2163880034833434,1.154349170012885,1.1570722190986589,0.975108437670154,0.05620526118748346,-0.3703037019442845,-0.2627499316249305
8519,0.05263157894736842,1.0,2.0,2.0,4.0,3.0,2.0,1.9042155150910454,3.011089681774349,-0.44205015826637456,0.13357376611233554,1.0146185167879316,0.9050943884147918,0.004960682331215609,0.045631155972839635,-0.07511056079809333,-0.047117330585722546,-0.02268575924313366,-0.03129981240534972,0.9466515193323408,-0.43419877455787126
24658,-0.21052631578947367,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-0.5238214018458468,1.3191899710703954,3.2869491112734357,2.1919455019034264,-0.40050730925839395,0.8016550297388156,-0.12646691874045582,1.2163880034833434,2.383808900823863,0.7139056931724598,-0.06236037770215913,1.7199000879045823,-0.3323983665879751,-0.140781138195918
3204,0.3157894736842105,1.0,-2.0,-1.0,0.0,0.0,-2.0,-0.5238214018458468,0.2386692381870781,-0.44205015826637456,-0.4007212983370066,-0.40050730925839395,-0.3878975950349108,1.573936740984649,1.2163880034833434,-0.07511056079809333,-0.06468430214140036,0.975108437670154,0.9693836863261426,-0.43691768493592403,-0.018053816379399255
17073,-0.5789473684210527,1.0,4.0,4.0,3.0,2.0,3.0,0.6031429284110751,-0.43490838958534234,-0.44205015826637456,0.2671475322246711,-0.40050730925839395,0.12929919834497028,0.1669233327255752,-0.08966286455417187,-0.07511056079809333,0.04199323708394704,-0.06236037770215913,0.002136493148680798,1.0318950796153132,-0.4104701209892525
21376,-0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0,-0.024943876278373613,-0.07401157184185152,-0.09970781592403219,-0.20810792760301877,-0.22828916627728454,-0.21773985001292992,-0.06492721117557926,-0.05649865889081844,-0.04084449182431423,-0.03923104128223251,-0.03282699497132941,-0.03107898954825571,0.7501737595549333,3.704302109401353
24277,0.3157894736842105,0.0,0.0,2.0,2.0,2.0,2.0,2.469443751558992,-0.4845708775313404,1.99281714146579,0.9350163627863487,-0.40050730925839395,1.1636927851047323,0.014168851586246641,-0.09871009297624893,0.031027404153301553,-0.014759224246024544,-0.06236037770215913,-0.015782273461479226,0.5458966990690032,0.6386935607611677
21436,-0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.22449488650536298,-0.0024108003857280795,0.2884100316532749,0.4007212983370066,0.40050730925839395,-0.12929919834497028,0.21343253349670527,0.05215581231910408,0.11754439832611316,0.10339335933061214,0.06497807439328881,-0.029602646345402796,-0.04188907236383652,-0.708385359287321
18903,-0.47368421052631576,0.0,-1.0,0.0,-1.0,-1.0,0.0,1.6113744075829386,-0.09884281581485053,1.733016800584368,2.747345221398517,-0.34737333956344707,1.7551073183346264,0.717327592984002,0.14710263533395512,2.2492838890081432,1.5470003330643374,-0.044840325575624014,0.7980067740517761,-0.12726212187494737,0.2575491165538486
6661,0.05263157894736842,1.0,2.0,-1.0,-1.0,0.0,0.0,-0.2743826390621102,0.7208293153326905,1.0091307523739954,0.9350163627863487,0.9345170549362526,-0.12929919834497028,-0.08447749608821604,1.5960039488531226,2.383808900823863,1.459843425884628,0.6076659820061289,0.02321871138210863,-0.32070974935610114,0.5283008961839234
8883,0.7368421052631579,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.16986779745572467,0.5875120540019286,5.206355003652302,-0.2695518600146931,0.3874240704892864,-0.3878975950349108,2.1221410592412453,2.0140938213863984,2.383808900823863,-0.03869623941433419,2.012577253042467,-0.06796912351997628,-0.40455592262661677,-0.07145338837641696
29653,1.1578947368421053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.392367173858818,2.372227579556413,2.9419284149013882,1.596740800106859,1.6602362993124626,21.617489009568214,0.5723872288164249,0.5586447997999846,1.3668330120973475,0.6641973310918178,1.0085483179035,2.0067364961722616,-0.3518611177837063,0.4973033693575884
18879,0.3157894736842105,1.0,2.0,2.0,2.0,2.0,2.0,-0.5238214018458468,3.3727097396335584,-0.44205015826637456,3.0721966205837172,1.7355316734530406,-0.3878975950349108,-0.12646691874045582,0.02712607829740923,-0.07511056079809333,0.025502198282313954,-0.017404519599144862,-0.06796912351997628,0.9162848190722095,-0.4785930412150338
18381,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,1.471688700424046,1.0824493731918998,1.043218894570246,17.667673812863175,2.2820906481543286,1.5515903801396431,-0.07464035449153093,-0.05147211295321971,-0.028818089744700803,1.9342467471456002,-0.03460145107906395,-0.03301395751370473,0.7387348414209689,-0.845553314903126
17713,1.736842105263158,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.7834871539037167,0.281099324975892,-0.25553932310689076,0.5805115875242103,4.113477070956545,-0.016291698991466277,3.274340400709754,0.7022010392108394,0.22282242047403866,2.378828740338718,2.012577253042467,0.02051404783093915,-0.4208448311278447,-0.1386349377889924
29720,0.3157894736842105,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.4380144674482415,-0.3143683702989393,0.8221329437545654,0.6165765043745408,2.8128963353581202,8.258598396689942,1.4058435537764886,0.147304548279838,2.383808900823863,0.833992312284357,2.012577253042467,2.0067364961722616,-0.3992565654203065,-0.17392818590945713
1312,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.22449488650536298,0.2386692381870781,-0.07682006330654982,0.13357376611233554,0.40050730925839395,0.12929919834497028,0.11124095540564444,0.06980580867157161,-0.0023068974521351666,0.03024258657621421,0.05377419118280119,0.004026768477533429,-0.317055000249684,-0.12987689086253842
24581,0.3157894736842105,1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-0.1496632576702419,-0.4845708775313404,-0.44205015826637456,-0.13357376611233554,-0.13350243641946466,-0.3878975950349108,1.573936740984649,-0.09871009297624893,1.154349170012885,1.1570722190986589,0.975108437670154,-0.06796912351997628,-0.43248890026016357,-0.045990802583807784
1812,-0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.5986530306809679,1.9262295081967213,2.2363038714390067,0.4007212983370066,0.6675121820973233,0.3878975950349108,-0.06369308495922638,0.02383550609746783,0.042271502483458887,-0.0208670471387085,0.006812280132742446,-0.018424309078087557,0.9572105855773873,2.979708224921981
4127,0.6842105263157895,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-0.5238214018458468,1.1410318225650915,-0.3597516435354274,-0.4007212983370066,-0.28516120419197655,0.3987587276958884,-0.12646691874045582,1.2163880034833434,-0.013482592680918422,-0.06468430214140036,0.975108437670154,2.0067364961722616,-0.41854268074891676,0.11929743753832953
11551,-0.5789473684210527,2.0,2.0,2.0,2.0,2.0,2.0,-0.1496632576702419,-0.33992285438765674,-0.44205015826637456,-0.05342950644493424,-0.40050730925839395,-0.05171967933798813,0.04957045372055982,-0.047671357020507954,-0.07511056079809333,0.04142763516565971,-0.06236037770215913,0.018371785168157007,0.339815225169463,-0.1804903135556465
1906,1.1578947368421053,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1461711149912697,-0.09112825458052076,-0.04467981495008526,5.5777733253189075,1.9761030638809156,0.8668218257046807,0.3854817479798561,0.2789496102477621,1.154349170012885,2.378828740338718,0.3502813813410938,0.49749945679385016,-0.3930066363666055,-0.005114550590191042
22106,0.47368421052631576,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,5.072836118732852,13.335583413693348,7.912223033844657,-0.4007212983370066,-0.40050730925839395,-0.3878975950349108,2.1076466207133233,2.5314860999429354,0.6616633947316505,-0.06468430214140036,0.975108437670154,0.9693836863261426,-0.29273076004242404,0.4560689078761326
6285,1.368421052631579,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5238214018458468,-0.023384763741562238,-0.2350864377891405,-0.1848660922994724,-0.19357853280822376,-0.2896302042927334,-0.12646691874045582,1.2163880034833434,0.4740438118710247,1.0967030733432677,0.9327365677353935,0.44066838324328195,-0.4313450084467672,-0.007206217617331417
20551,-0.631578947368421,2.0,2.0,0.0,0.0,0.0,0.0,-0.5238214018458468,-0.1947926711668274,-0.19856342829315807,-0.3539704801976892,0.46458847873973697,-0.3878975950349108,-0.12646691874045582,-0.004891592653118281,-0.0035762772808432416,-0.03977953904099147,0.3213609649697923,-0.06796912351997628,0.5856254283446757,1.8941705357077618
