LIMIT_BAL,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,BILL_AMTSEP,BILL_AMTAUG,BILL_AMTJUL,BILL_AMTJUN,BILL_AMTMAY,BILL_AMTAPR,PAY_AMTSEP,PAY_AMTAUG,PAY_AMTJUL,PAY_AMTJUN,PAY_AMTMAY,PAY_AMTAPR,IS_DEFAULT
620.0,0,0,0,0,0,0,540.857,572.849,603.756,615.8149999999999,634.88,621.953,40.858,40.765,21.823999999999998,28.768,28.272,33.139,0
2170.0,1,2,2,2,2,0,1148.302,1121.301,1189.0049999999999,1222.113,1198.429,1220.222,0.0,96.1,62.0,0.0,46.5,46.5,1
3100.0,0,0,0,0,0,0,1908.329,1586.0529999999999,1358.544,1228.189,1108.622,1030.998,62.0,49.786,46.5,62.0,46.5,31.0,0
9610.0,-2,-2,-2,-2,-2,-2,417.415,243.877,235.6,346.735,109.864,14.384,244.125,235.6,346.735,109.864,14.384,0.0,0
5580.0,1,2,0,0,0,0,1283.462,1294.002,1325.498,1348.81,1377.02,1404.889,40.3,62.31,54.622,54.622,55.49,50.282,0
4650.0,2,0,0,0,0,0,1432.944,1084.783,974.454,822.058,652.302,512.74,49.6,53.258,32.519,46.5,62.0,155.0,0
15500.0,-2,-2,-2,-2,-2,-2,59.055,112.84,5.022,0.0,4.681,78.42999999999999,112.84,5.022,0.0,4.681,78.42999999999999,0.0,0
5580.0,0,0,0,-1,-1,-1,507.966,489.58299999999997,261.671,221.402,-21.049,257.951,263.5,46.5,232.5,21.049,279.0,62.0,0
5580.0,0,0,0,0,0,0,5452.466,5376.64,5341.548,5226.848,4098.262,4027.458,250.573,226.176,162.843,149.234,149.296,117.8,0
6200.0,-1,3,2,2,2,2,49.197,34.038,24.242,36.146,21.7,43.834,0.0,0.0,21.7,0.0,37.2,0.0,0
12400.0,0,0,0,0,0,0,12404.154,12364.567,12530.355,11166.169,11056.336,11286.759,527.0,465.899,930.0,372.0,372.0,713.0,0
15500.0,0,0,0,0,0,0,708.288,732.778,585.218,463.04699999999997,428.637,482.701,46.996,40.3,31.0,31.0,62.0,62.0,1
2170.0,0,0,0,0,0,-1,2194.8,2233.86,2168.078,512.058,436.976,25.73,124.775,64.945,31.0,62.0,93.0,0.0,0
1550.0,2,2,2,2,2,2,774.597,753.3,824.321,801.8149999999999,857.677,876.184,0.0,83.7,0.0,68.975,37.2,0.0,1
1550.0,0,0,0,-2,-2,-2,890.258,904.146,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1
4030.0,-1,-1,-2,-2,-1,-1,3.069,0.0,0.0,0.0,72.943,0.0,0.0,0.0,0.0,72.943,0.0,0.0,0
6200.0,-2,-2,-2,-1,2,2,4728.089,4611.281,4466.356,253.394,254.138,245.458,0.0,0.0,254.882,9.3,0.0,31.0,1
310.0,2,2,2,0,0,0,65.007,129.983,123.318,125.922,130.076,134.106,71.3,0.0,4.65,6.2,6.2,4.96,1
6510.0,2,-1,-1,-1,-1,-1,9.3,9.3,35.929,70.67999999999999,9.3,131.75,9.3,35.929,70.67999999999999,9.3,131.75,28.179,0
4030.0,1,-2,-2,-1,2,-1,-5.89,-305.35,-305.35,319.641,314.991,226.889,0.0,0.0,624.991,0.0,226.889,430.86899999999997,0
620.0,2,0,0,0,0,0,575.515,533.324,535.835,560.635,347.355,185.442,0.0,37.2,31.0,15.5,31.0,0.0,0
2480.0,-1,-1,-1,-1,-1,-1,24.18,0.0,12.09,12.09,12.09,12.09,0.0,12.09,12.09,12.09,12.09,12.09,0
9920.0,2,2,2,2,2,2,1806.277,1836.626,1865.704,1817.282,1931.517,1969.306,77.5,77.5,0.0,148.8,74.4,49.6,1
6200.0,-1,-1,-1,-1,2,-1,281.356,179.397,-21.204,162.657,119.288,97.681,180.358,0.46499999999999997,282.162,0.527,98.115,43.245,0
8990.0,1,-2,-1,-1,-1,-1,0.0,0.0,97.80499999999999,0.0,73.129,0.0,0.0,97.80499999999999,0.0,73.129,0.0,0.0,0
10540.0,-1,-1,-1,-1,-1,-1,94.488,172.05,723.447,133.021,2484.743,800.42,177.103,727.043,133.734,2497.112,804.419,62.496,0
620.0,0,0,2,0,0,0,453.189,533.696,515.902,526.256,537.292,574.833,88.35,0.0,18.91,19.53,46.5,0.0,0
1550.0,-1,0,0,0,0,0,1327.978,1153.975,1118.697,298.716,297.29,310.93,54.528999999999996,55.149,9.92,15.5,31.0,31.0,0
9300.0,-1,-1,-1,-1,-1,-1,9.021,9.021,9.021,9.021,9.021,9.021,9.021,9.021,9.021,9.021,9.021,9.021,0
930.0,0,0,0,0,0,0,879.997,917.972,940.106,868.124,819.826,198.74099999999999,52.266,43.4,17.36,93.0,54.714999999999996,0.0,1
7440.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14570.0,0,0,0,0,0,0,5122.874,4891.304,5043.762,2167.613,907.401,926.559,198.4,234.546,93.0,29.759999999999998,31.0,93.0,0
11160.0,0,0,0,0,0,-1,725.741,861.676,942.4,1026.1,5580.0,6.076,148.676,105.4,96.1,4553.9,6.076,91.853,0
1860.0,0,0,0,0,0,0,816.044,851.601,871.348,681.783,616.869,612.901,48.856,37.603,20.088,23.808,35.339999999999996,0.0,1
12400.0,0,0,2,0,0,0,4079.445,4310.86,3931.389,3237.33,3254.69,2915.798,331.7,0.093,94.55,93.0,99.2,86.8,0
1550.0,0,0,0,0,0,0,1516.179,1483.753,666.159,632.834,599.602,603.942,51.956,40.362,21.7,21.669,26.319,25.605999999999998,0
4960.0,0,0,0,0,0,0,4030.868,3342.048,2229.954,3670.958,3670.617,3732.958,136.4,109.957,2480.0,139.5,148.8,139.5,0
11160.0,-1,-1,2,0,-1,-1,12.09,36.27,24.18,12.09,12.09,12.09,36.27,0.0,0.0,12.09,12.09,12.09,1
4960.0,0,0,0,0,0,-1,118.606,147.281,204.724,266.724,219.232,23.746,35.557,62.0,62.0,0.0,23.746,71.393,0
4030.0,0,0,0,-1,-1,-1,2520.703,3653.846,549.9399999999999,41.23,219.945,36.89,1240.0,155.0,41.23,219.945,36.89,64.79,0
620.0,2,2,0,0,0,2,266.073,257.393,299.181,325.128,381.734,371.07,0.0,51.181,31.0,62.0,0.0,46.5,0
6200.0,2,2,2,2,2,2,4283.58,4363.994,4416.26,4467.038,4560.844,4635.461,195.3,170.5,170.5,170.5,155.0,155.0,1
8680.0,-1,-1,-1,0,0,-2,233.244,0.0,123.008,119.908,0.0,0.0,0.0,123.008,0.0,0.0,0.0,0.0,0
3100.0,-2,-2,-2,-2,-2,-2,-62.0,172.205,0.0,0.0,0.0,0.0,234.205,0.0,0.0,0.0,0.0,0.0,0
4960.0,-1,-1,-1,-1,-1,-2,27.28,49.662,26.04,26.04,0.0,0.0,49.662,26.04,26.04,0.0,0.0,239.816,0
1860.0,0,0,0,0,0,0,1415.088,1452.35,1463.634,607.445,595.479,599.013,60.047,40.331,21.142,21.39,25.296,25.885,0
2790.0,0,0,0,0,0,0,2595.475,2665.876,2717.243,1102.515,959.202,955.885,112.251,111.507,36.549,34.472,34.224,35.433,0
11160.0,-1,-1,-1,-1,-1,0,122.977,257.98199999999997,105.214,199.981,817.47,308.636,258.509,105.214,399.962,837.0,0.0,2138.318,0
4650.0,0,0,0,0,0,0,2666.279,2669.348,2759.186,2783.025,2719.475,1264.4279999999999,124.961,310.186,101.246,125.24,52.638,24.8,0
1550.0,0,0,0,0,0,0,580.382,562.96,526.907,407.65,274.846,244.869,43.741,37.014,11.749,8.711,9.951,6.107,0
620.0,0,0,0,0,0,-1,557.163,600.377,606.329,565.4399999999999,555.768,4.65,52.669,45.26,19.406,54.25,4.65,0.0,1
4340.0,-2,-2,-2,-2,-2,-2,20.832,316.572,26.35,12.865,3.1,44.33,316.572,26.35,12.865,3.1,44.33,0.0,0
11780.0,-2,-2,-1,0,0,0,-2.511,-9.393,1006.725,1019.621,1040.484,1055.736,6.913,1028.518,36.301,37.107,38.75,155.0,0
14880.0,0,0,0,2,2,0,13084.139,13371.602,14862.392,15099.046,14605.495,14568.791,498.418,1726.483,527.0,0.0,558.0,750.2,0
1550.0,0,0,0,0,0,0,1385.638,1309.874,1188.757,1007.376,727.787,746.914,54.777,42.222,31.062,26.04,30.845,28.024,1
1860.0,2,2,2,2,2,0,1757.235,1711.448,1834.425,1866.758,1718.857,1714.455,0.0,155.0,77.841,0.186,93.0,93.0,0
2170.0,-1,-1,-2,-2,-2,-1,172.98,0.0,0.0,0.0,0.0,822.399,0.0,0.0,0.0,0.0,822.399,62.0,0
2480.0,-1,-1,-1,-1,-1,-1,189.34799999999998,88.691,101.587,102.889,35.65,35.65,88.691,101.649,102.889,35.65,35.65,32.085,0
10850.0,-1,-1,-1,-1,-1,-1,22.103,70.432,22.382,26.877,35.65,163.153,70.432,22.382,26.877,35.65,163.153,155.341,0
4030.0,0,0,0,-1,-1,-1,5314.5779999999995,5529.842,1238.14,3734.973,1367.937,3923.608,338.148,0.0,4143.367,141.546,4149.071,148.676,0
11160.0,1,-2,-2,-2,-2,-2,-3.193,-3.193,-3.193,-3.193,-3.193,-3.193,0.0,0.0,0.0,0.0,0.0,0.0,0
10230.0,0,0,2,0,0,0,3282.249,3361.361,3273.4139999999998,3282.776,3301.221,3325.959,287.06,0.0,111.383,127.1,489.614,0.0,0
1550.0,0,0,2,0,0,0,410.564,456.382,470.611,493.768,516.801,539.183,62.0,31.0,31.0,31.0,31.0,31.0,0
8680.0,2,2,2,2,2,3,4205.863,4294.492,4179.2029999999995,4476.431,4717.394,4631.865,201.5,0.0,441.874,460.35,0.0,155.0,0
3100.0,0,0,0,0,0,0,1615.968,1633.452,1688.787,1738.356,1863.1,1851.103,62.0,82.987,95.356,157.48,93.0,63.022999999999996,0
1550.0,0,0,0,0,0,0,589.465,598.114,628.029,628.494,629.641,618.667,41.54,40.455,21.7,22.258,22.444,21.204,0
930.0,-1,2,0,0,3,2,564.169,546.158,577.561,660.889,641.452,657.231,0.0,40.672,93.0,0.0,31.0,31.0,1
7440.0,-1,-1,-1,-1,-1,-1,10.106,10.106,10.106,175.956,14.756,10.106,10.106,10.106,175.956,14.756,10.106,16.306,0
2480.0,2,0,0,0,0,0,434.899,480.283,515.53,528.705,546.499,563.766,62.0,52.7,31.0,31.0,31.0,31.0,1
12400.0,-1,-1,-1,-1,-1,-1,609.46,299.646,367.877,243.009,459.947,246.72899999999998,299.987,367.877,243.009,459.947,246.72899999999998,177.072,0
7440.0,0,0,0,0,-1,-1,1557.874,1594.795,1643.465,1626.849,40.517,37.293,62.0,93.0,93.0,40.517,37.293,17.453,0
1550.0,2,2,2,3,2,2,1426.124,1425.256,1517.543,1514.381,1528.858,1585.433,31.0,125.085,31.0,43.4,86.8,0.0,1
13950.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3410.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9610.0,2,0,0,0,0,0,9454.721,9648.533,9495.734,8016.91,7641.221,6165.559,403.589,344.968,260.617,266.569,211.823,185.597,1
620.0,0,0,0,0,0,0,592.5649999999999,587.822,598.2379999999999,600.718,611.227,484.53,43.524,35.03,18.6,26.691,9.703,0.0,0
620.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6200.0,0,0,0,0,0,0,3414.681,3085.43,3067.4809999999998,3128.334,3197.526,3254.783,110.608,111.135,111.662,119.288,113.739,117.304,0
5580.0,0,0,0,0,0,0,5075.816,3609.082,3077.618,2968.746,3030.343,2973.737,144.305,83.39,64.077,66.402,68.727,31.0,1
1550.0,0,0,0,0,0,0,103.757,120.869,139.593,165.757,197.625,219.387,31.0,33.046,40.3,46.5,37.2,4.154,1
1860.0,3,2,2,0,0,0,1876.151,1904.95,1774.564,894.443,914.81,822.957,77.624,0.217,37.2,37.2,34.1,46.5,0
930.0,1,-2,-2,-2,-1,-1,124.0,174.995,108.748,-0.837,426.064,183.086,174.995,108.748,0.837,426.901,183.24099999999999,93.744,0
7440.0,1,-1,-1,0,0,-1,2.945,81.282,102.331,98.084,11.16,53.847,81.282,102.331,0.0,11.16,53.847,28.644,0
13020.0,0,0,0,0,0,0,7857.074,7680.033,7100.519,6849.481,6528.786,5831.348,302.064,296.143,235.693,242.73,224.843,351.106,0
10230.0,0,0,0,0,0,0,7049.059,7090.289,7118.964,7055.197,7061.025,7074.293,254.51,250.945,248.775,253.425,260.121,254.2,0
930.0,0,0,0,0,0,0,882.012,810.495,828.072,785.85,545.693,-24.18,62.0,43.4,0.0,15.5,0.0,48.36,0
7440.0,0,0,0,2,2,2,330.894,373.085,424.111,411.339,438.898,430.621,46.5,55.8,0.0,31.0,0.0,10.137,0
4650.0,0,0,0,0,0,0,540.764,599.602,682.0,763.034,843.2,937.099,77.5,93.0,93.0,93.0,108.5,155.0,0
6510.0,0,0,0,0,0,0,222.146,247.907,272.552,284.859,136.524,176.948,46.5,46.5,31.0,15.5,62.0,16.926,0
1550.0,-1,-1,-1,-1,-2,-2,23.312,9.3,182.28,0.0,0.0,0.0,9.3,182.28,0.0,0.0,0.0,0.0,1
1550.0,0,0,0,0,0,0,1574.831,1554.433,1537.166,602.33,600.625,588.845,73.16,52.7,31.0,27.9,26.97,66.03,0
7440.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5580.0,-1,-1,-1,-1,-1,-1,56.792,0.0,25.792,10.292,12.896,12.896,0.0,12.896,10.292,15.5,108.5,25.792,0
1550.0,1,2,2,2,0,0,314.061,335.823,638.073,619.876,616.249,560.015,31.0,310.0,12.4,21.7,24.8,18.6,0
5270.0,-2,-2,-2,-2,-2,-2,376.929,310.0,310.0,310.0,309.473,491.226,310.0,310.0,310.0,309.473,491.753,310.0,0
620.0,-1,-1,-1,-1,0,-1,37.169,483.166,10.664,72.54,207.762,10.509,483.166,10.664,72.54,145.762,10.509,10.23,0
1550.0,0,0,0,0,0,3,154.969,183.303,226.765,285.045,329.344,314.278,31.0,46.5,62.0,49.073,34.1,0.0,0
5270.0,0,0,0,0,0,0,597.3389999999999,629.703,646.412,544.36,555.458,282.1,51.491,37.2,10.881,11.098,5.642,0.0,1
6200.0,1,2,0,0,0,0,6114.316,5461.952,2885.139,4205.708,4099.223,1856.125,248.0,155.0,1720.5,155.0,155.0,263.5,0
2480.0,1,2,3,2,0,0,284.20799999999997,326.182,316.355,306.838,313.813,373.054,51.15,0.0,0.0,11.749,64.821,0.031,0
8060.0,1,-2,-1,-1,-1,-1,-34.1,-34.1,663.4,0.0,30.039,26.939,0.0,697.5,0.0,30.039,31.0,0.0,0
4340.0,0,0,0,0,2,0,2685.437,2422.402,2118.416,2004.088,1807.889,1712.781,107.105,96.41,155.0,0.0,65.1,80.662,0
2480.0,0,0,0,0,0,0,1315.764,1728.064,1347.756,1273.697,1300.481,986.606,930.0,93.0,186.0,248.0,62.0,434.0,0
10850.0,1,-1,-1,-1,-1,-2,6.448,90.086,31.0,19.53,0.0,0.0,90.086,31.0,19.53,0.0,0.0,0.0,0
8680.0,0,0,0,0,0,0,6472.025,5652.85,4099.967,3155.273,5491.495,5248.641,249.302,207.7,159.24699999999999,3100.0,217.0,195.951,0
930.0,0,0,0,0,0,0,279.434,322.586,354.237,369.985,405.604,440.386,52.7,46.5,31.0,46.5,46.5,46.5,0
4340.0,0,0,0,0,0,0,742.264,869.519,994.263,1336.999,1459.666,1509.669,155.0,155.0,368.435,155.0,93.0,170.624,0
6200.0,0,0,0,0,0,0,3268.02,3188.97,2778.933,2819.078,2867.655,2914.961,124.0,100.75,100.75,108.5,110.36,155.0,0
6200.0,0,0,0,0,0,0,6076.961,6080.433,5875.244,5182.053,4556.225,3792.044,226.3,220.34799999999998,238.07999999999998,192.2,155.0,139.5,0
6510.0,2,3,4,4,5,6,3589.335,3810.024,4025.257,4255.5869999999995,4511.523,4777.255,324.818,324.818,343.418,343.418,362.018,324.818,1
1550.0,3,2,0,0,0,0,398.474,383.222,416.85699999999997,416.237,425.041,436.573,0.0,49.6,15.5,15.5,18.6,18.6,0
930.0,2,2,2,2,2,0,755.067,851.043,828.258,873.208,854.949,877.951,108.5,0.0,68.2,0.0,37.2,38.75,0
1550.0,2,-1,-1,-1,-1,2,12.09,12.09,24.18,6.696,33.48,16.74,12.09,24.18,6.696,26.784,0.0,12.09,0
8990.0,-1,-1,-1,-1,0,-1,38.254,12.276,12.276,24.552,12.276,13.113,12.276,12.276,24.552,0.0,13.113,11.439,0
7750.0,0,0,2,0,0,0,4377.913,4862.598,4707.071,4736.893,4835.907,4966.82,557.814,0.0,169.539,175.336,211.141,121.52,0
1860.0,0,0,0,0,0,0,655.588,737.893,772.148,807.054,826.305,860.436,93.0,46.5,46.5,31.0,46.5,46.5,0
3410.0,0,0,0,0,0,0,3150.84,3248.645,3250.505,2316.847,2357.798,2394.874,170.5,120.9,93.0,89.9,93.0,86.8,0
11470.0,-2,-2,-2,-2,-2,-2,188.883,469.03,254.324,477.338,148.552,417.043,476.873,254.324,477.803,148.552,417.043,145.669,0
3100.0,-1,2,2,0,0,0,3172.819,3002.257,1823.544,909.4159999999999,712.349,-7.626,98.146,0.0,41.23,43.338,0.372,1550.0,0
2790.0,0,0,0,0,0,2,2235.472,2289.474,2341.306,2396.8269999999998,2661.412,2736.99,108.5,108.5,113.212,310.0,124.0,0.0,0
1550.0,0,0,0,0,0,0,869.24,901.852,910.346,859.847,877.858,892.986,46.81,44.702,30.442,31.527,39.586999999999996,17.576999999999998,0
8370.0,0,0,0,0,0,0,1168.545,1035.307,946.554,855.538,816.664,763.871,155.0,62.0,93.0,124.0,93.0,62.0,0
9300.0,-1,-1,-1,-1,-1,-1,21.328,101.67999999999999,0.0,134.54,82.832,24.8,101.928,0.0,134.54,82.832,24.8,23.126,0
1550.0,-1,0,0,0,0,0,265.577,473.463,361.15,231.167,96.565,239.475,465.0,31.0,4.619,0.0,155.0,310.0,0
1550.0,1,-2,-2,-2,-2,-2,-21.979,-21.979,-21.979,-89.838,-101.432,-101.432,0.0,0.0,0.0,0.0,0.0,0.0,1
11160.0,1,-2,-1,-1,-2,-2,0.0,0.0,2.387,0.0,0.0,0.0,0.0,2.387,0.0,0.0,0.0,0.0,0
4030.0,1,2,2,2,2,3,2003.127,2045.318,2085.742,2125.267,2256.676,2211.695,93.0,93.0,93.0,170.5,0.0,0.0,1
2480.0,-2,-1,0,0,0,0,191.797,3.1,18.6,44.578,59.489,166.78,15.624,15.5,31.0,15.5,108.5,0.0,0
1550.0,1,2,0,0,0,2,1514.66,1481.831,1499.253,936.851,709.187,693.191,0.0,46.5,31.0,62.0,0.0,62.0,0
620.0,0,0,0,0,0,0,496.031,391.282,409.851,407.03,435.054,462.086,37.572,37.231,15.5,46.5,46.5,31.0,0
2480.0,0,0,2,0,0,0,2414.373,2536.141,2487.75,1905.477,330.522,356.066,179.8,31.0,18.6,12.4,31.0,0.0,0
7440.0,-1,-1,2,0,0,-1,378.572,823.918,785.261,824.755,814.649,38.936,465.0,0.0,62.0,0.0,38.936,2043.985,0
2480.0,0,-1,0,0,0,0,1537.848,384.772,461.063,538.284,550.87,541.26,387.5,201.5,93.0,62.0,93.0,62.0,0
15500.0,0,0,0,0,0,0,1749.0819999999999,3429.096,3420.54,3811.977,3373.854,2171.984,2170.31,941.067,930.0,620.0,1617.673,620.0,0
1860.0,0,0,0,0,0,0,1798.744,1794.621,1514.009,588.101,599.013,601.245,77.5,49.6,93.0,31.0,22.847,62.0,1
620.0,0,0,0,0,0,-1,329.902,361.987,405.17,380.68,50.065,50.22,37.2,49.383,18.631,4.185,56.544,0.0,0
3100.0,1,2,0,0,2,0,448.973,432.791,475.013,504.308,491.908,509.888,0.0,49.6,46.5,0.0,31.0,46.5,1
11160.0,1,-1,-1,-1,-1,-1,81.096,1769.387,163.897,2121.795,430.311,503.44,1769.697,164.145,2122.074,430.55899999999997,503.75,1187.703,0
