LIMIT_BAL,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,PAY_AMTSEP,PAY_AMTAUG,PAY_AMTJUL,PAY_AMTJUN,PAY_AMTMAY,PAY_AMTAPR,IS_DEFAULT,PAID_TO_REMAINING_SEP,PAID_TO_REMAINING_AUG,PAID_TO_REMAINING_JUL,PAID_TO_REMAINING_JUN,PAID_TO_REMAINING_MAY,PAID_TO_REMAINING_APR,EAD,CREDIT_UTIL_MEAN,CREDIT_UTIL_TREND
1550.0,-1,-1,-1,-1,-1,-1,105.865,106.051,63.364,943.33,7.967,0.0,0,5.253846153846154,1.001756954612006,0.5983606557377049,14.916666666666666,0.008445612882024318,0.0,20.15,0.1340266666666667,-0.04440228571428572
1550.0,0,0,0,0,0,0,46.5,46.5,31.0,31.0,49.6,0.0,0,0.09785374127470807,0.09049773755656108,0.05715592135345222,0.055844083319372316,0.0870748299319728,0.0,475.199,0.32360666666666665,0.007905142857142866
7130.0,-1,-1,-1,-1,-1,-1,535.37,411.711,475.509,443.517,1156.052,0.0,0,1.0374864832392168,0.7692441355343179,1.1562641338760742,0.9327205163309211,2.606556231215489,0.0,516.026,0.08242463768115943,-0.011749565217391306
1550.0,2,0,0,0,0,0,53.258,46.5,31.0,31.0,31.0,22.196,1,0.056294645782816705,0.05064487811466,0.0452447742285766,0.04398697985396323,0.04307188697936857,0.030236486486486486,946.058,0.50623,0.030149142857142857
3100.0,0,0,0,0,0,0,93.713,108.841,102.362,99.324,99.2,77.624,0,0.032492798486607334,0.04176231994385698,0.03984073359073358,0.03957607648410287,0.04065918707037851,0.03312651311698792,2884.116,0.825395,0.03007457142857143
15500.0,-2,-2,-2,-2,-2,-2,128.712,707.637,233.151,2214.609,30.411,1599.042,0,0.3799066703266539,5.497832369942197,0.3310007921837867,9.498603909054646,0.013731995128711209,5.74345841220354,338.799,0.041914666666666676,-0.010109714285714286
15500.0,-2,-2,-2,-2,-2,-2,155.186,966.518,98.58,0.0,164.083,23.808,0,0.3651615726894741,6.228126248501797,0.1021522646964343,0.0,1.0,0.1450972983185339,424.979,0.019439333333333333,0.004859885714285714
4960.0,-1,-1,-2,-2,-2,-1,4.061,12.276,12.276,17.515,24.552,0.0,0,0.0043284321823888975,1.0,1.0,1.0,1.0,1.0,938.215,0.026366666666666667,0.02950214285714286
8680.0,0,0,0,0,0,0,248.806,249.86,195.3,198.4,198.4,208.847,0,0.043034160308413276,0.04444983675990471,0.034918136369178926,0.03755648142714629,0.036802548576488923,0.037973541961412074,5781.593,0.6368910714285715,0.007932959183673472
1860.0,0,0,0,0,0,-1,46.5,47.058,63.333,0.0,1477.801,19.127,0,0.09964129135113592,0.1548031817254742,0.1845861944344055,0.0,1.0,0.033065380493033224,466.674,0.08966388888888888,0.04830238095238095
1550.0,1,-1,-1,-2,-2,-2,24.18,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0026,0.0013371428571428573
8680.0,-1,-1,2,-1,0,-1,281.325,0.0,309.256,248.0,295.275,24.211,0,18.22289156626506,0.0,2.1495367377720314,0.801924619085806,0.5298731642189586,0.08241004537300833,15.438,0.030739880952380953,-0.007850306122448978
11160.0,0,0,0,0,0,0,310.0,217.0,186.0,5854.04,868.0,124.0,0,0.04573142846689959,0.03163184151543634,0.029000217501631263,0.30036631201894703,0.14287974118355454,0.02231843949471053,6778.708,0.7642365740740741,-0.011793888888888885
2170.0,0,0,0,0,0,0,93.0,139.5,125.302,77.5,86.8,77.5,0,0.044430621584395966,0.06716518156987418,0.06320661777353828,0.03924708394166313,0.04326462498841126,0.0378960133393967,2093.151,0.9353714285714286,0.0060604081632652995
310.0,0,0,0,0,0,0,46.5,90.737,31.0,9.3,31.0,15.5,0,0.7991475759190197,0.9192839195979899,0.16658337497917708,0.08389261744966443,0.2724795640326976,0.11233430689732644,58.187,0.37935,-0.03400285714285715
4340.0,0,0,0,0,0,0,93.0,93.0,93.0,124.0,124.0,93.0,0,0.050416778703952676,0.04874561289483947,0.04767580452920143,0.06222775357809583,0.05963118114462052,0.04297871121171313,1844.624,0.4584928571428571,-0.014173469387755105
1240.0,0,0,0,2,0,0,93.0,155.0,0.0,62.0,93.0,0.0,0,0.1585037248375337,0.23479690068091102,0.0,0.07933674481336031,0.11262952395254543,0.0,586.737,0.6132708333333333,-0.047615
6510.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
620.0,0,0,2,-1,0,0,93.0,0.0,518.971,10.354,0.0,0.0,1,0.21385799828913601,0.0,1.0595569620253165,0.020439385594516857,0.0,1.0,434.868,0.6610666666666666,0.09860857142857145
4650.0,0,0,-1,0,0,-2,31.403,36.27,0.0,0.0,0.0,0.0,1,0.2269773694824109,0.3856295319709954,0.0,0.0,1.0,1.0,138.353,0.01093,0.005984190476190476
11780.0,-1,-1,-1,-1,-1,-1,667.74,469.278,764.987,367.381,368.125,255.781,0,0.9615642158832195,0.7027855153203343,1.630566935377296,0.3701355487538259,1.0021942779981432,0.6949380948370252,694.431,0.05035745614035087,0.0048743609022556394
620.0,0,0,0,0,0,0,40.858,40.765,21.824,28.768,28.272,33.139,0,0.07554307330773198,0.07116185940797662,0.0361470527829123,0.04671532846715329,0.044531249999999994,0.05328216119224444,540.857,0.9650833333333332,-0.027817142857142856
2170.0,1,2,2,2,2,0,0.0,96.1,62.0,0.0,46.5,46.5,1,0.0,0.08570401703021757,0.05214444009907443,0.0,0.038800796709692435,0.03810781972460749,1148.302,0.5452666666666667,-0.008217142857142862
3100.0,0,0,0,0,0,0,62.0,49.786,46.5,62.0,46.5,31.0,0,0.03248915674393671,0.03138987158688896,0.03422782037239868,0.050480829904843635,0.04194396286561154,0.03006795357507968,1908.329,0.44197500000000006,0.0548322857142857
9610.0,-2,-2,-2,-2,-2,-2,244.125,235.6,346.735,109.864,14.384,0.0,0,0.5848496101002599,0.9660607601372823,1.4717105263157895,0.31685292802860976,0.1309255079006772,0.0,417.415,0.023723118279569893,0.006856129032258065
5580.0,1,2,0,0,0,0,40.3,62.31,54.622,54.622,55.49,50.282,0,0.03139944930196609,0.048152939485410384,0.041208662706394124,0.0404964376005516,0.04029716343989194,0.035790727950749134,1283.462,0.23995462962962963,-0.004503333333333333
4650.0,2,0,0,0,0,0,49.6,53.258,32.519,46.5,62.0,155.0,0,0.034614053305642094,0.04909553339239277,0.033371508557612777,0.05656535183648842,0.095047999239616,0.3022974607013301,1432.944,0.19638999999999998,0.03717885714285714
15500.0,-2,-2,-2,-2,-2,-2,112.84,5.022,0.0,4.681,78.42999999999999,0.0,0,1.9107611548556431,0.04450549450549451,0.0,1.0,16.75496688741722,0.0,59.055,0.002796,0.00042880000000000007
5580.0,0,0,0,-1,-1,-1,263.5,46.5,232.5,21.049,279.0,62.0,0,0.5187355059196875,0.09497878807066422,0.8885203174979268,0.09507140856902829,1.0,0.24035572647518325,507.966,0.051300000000000005,0.014450793650793653
5580.0,0,0,0,0,0,0,250.573,226.176,162.843,149.234,149.296,117.8,0,0.04595590325551778,0.042066420664206634,0.030486106274810222,0.02855143290947049,0.036429100921317376,0.029249218737973183,5452.466,0.8818166666666668,0.05670698412698414
6200.0,-1,3,2,2,2,2,0.0,0.0,21.7,0.0,37.2,0.0,0,0.0,0.0,0.8951406649616368,0.0,1.7142857142857144,0.0,49.197,0.0056225,0.0002392857142857143
12400.0,0,0,0,0,0,0,527.0,465.899,930.0,372.0,372.0,713.0,0,0.04248576726796523,0.037680171088886494,0.07421976472334584,0.03331491758722262,0.03364586604459199,0.06317136744037859,12404.154,0.9517249999999998,0.025059571428571414
15500.0,0,0,0,0,0,0,46.996,40.3,31.0,31.0,62.0,62.0,1,0.0663515406162465,0.05499619257128352,0.05297171310520182,0.0669478476266988,0.14464453605265062,0.12844390212574658,708.288,0.03656633333333333,0.003986228571428571
2170.0,0,0,0,0,0,-1,124.775,64.945,31.0,62.0,93.0,0.0,0,0.0568502824858757,0.029072994726616702,0.014298378563870857,0.1210800339024095,0.21282633371169127,0.0,2194.8,0.5815285714285715,0.23557632653061228
1550.0,2,2,2,2,2,2,0.0,83.7,0.0,68.975,37.2,0.0,1,0.0,0.11111111111111112,0.0,0.08602358399381403,0.043372971409983016,0.0,774.597,0.52558,-0.014720000000000009
1550.0,0,0,0,-2,-2,-2,31.0,0.0,0.0,0.0,0.0,0.0,1,0.034821366390417156,0.0,1.0,1.0,1.0,1.0,890.258,0.19294666666666668,0.1320502857142857
4030.0,-1,-1,-2,-2,-1,-1,0.0,0.0,0.0,72.943,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,3.069,0.0031435897435897436,-0.0014426373626373623
6200.0,-2,-2,-2,-1,2,2,0.0,0.0,254.882,9.3,0.0,31.0,1,0.0,0.0,0.057067103473166944,0.03670173721556154,0.0,0.1262945188178833,4728.089,0.3913633333333333,0.182938
310.0,2,2,2,0,0,0,71.3,0.0,4.65,6.2,6.2,4.96,1,1.0968049594659035,0.0,0.037707390648567124,0.049236829148202856,0.04766444232602479,0.03698566805362922,65.007,0.3808666666666667,-0.03210857142857142
6510.0,2,-1,-1,-1,-1,-1,9.3,35.929,70.67999999999999,9.3,131.75,28.179,0,1.0,3.8633333333333333,1.967213114754098,0.13157894736842107,14.166666666666666,0.21388235294117647,9.3,0.006816666666666668,-0.002839591836734694
4030.0,1,-2,-2,-1,2,-1,0.0,0.0,624.991,0.0,226.889,430.869,0,1.0,1.0,1.0,0.0,0.720303119771676,1.8990299221205083,-5.89,0.010129487179487183,-0.025876703296703298
620.0,2,0,0,0,0,0,0.0,37.2,31.0,15.5,31.0,0.0,0,0.0,0.06975122064636133,0.05785363031530228,0.02764722145424385,0.0892458723784025,0.0,575.515,0.73605,0.11444571428571426
2480.0,-1,-1,-1,-1,-1,-1,0.0,12.09,12.09,12.09,12.09,12.09,0,0.0,1.0,1.0,1.0,1.0,1.0,24.18,0.004875,0.00027857142857142864
9920.0,2,2,2,2,2,2,77.5,77.5,0.0,148.8,74.4,49.6,1,0.04290593303241972,0.04219694156567532,0.0,0.08188052267066973,0.03851894650681304,0.02518653779554828,1806.277,0.18862083333333335,-0.0030282142857142877
6200.0,-1,-1,-1,-1,2,-1,180.358,0.4649999999999999,282.162,0.527,98.115,43.245,0,0.6410312913177612,0.0025920165889061686,1.0,0.0032399466361730514,0.8225051975051975,0.44271659790542683,281.356,0.022020833333333333,0.004215857142857143
8990.0,1,-2,-1,-1,-1,-1,0.0,97.805,0.0,73.129,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0031689655172413797,-0.0003864039408866996
10540.0,-1,-1,-1,-1,-1,-1,177.103,727.043,133.734,2497.112,804.419,62.496,0,1.8743438320209975,4.2257657657657655,0.1848566653811544,18.772314145886742,0.3237433408606041,0.07807900852052672,94.488,0.06970539215686274,-0.026775042016806725
620.0,0,0,2,0,0,0,88.35,0.0,18.91,19.53,46.5,0.0,0,0.19495177508721526,0.0,0.03665424828746545,0.03711121583411876,0.08654511885529656,0.0,453.189,0.8443999999999999,-0.029002857142857132
1550.0,-1,0,0,0,0,0,54.529,55.149,9.92,15.5,31.0,31.0,0,0.04106167421448247,0.047790463398253866,0.008867459195832294,0.05188875051888751,0.10427528675703858,0.09970089730807577,1327.978,0.48468666666666665,0.1562262857142857
9300.0,-1,-1,-1,-1,-1,-1,9.021,9.021,9.021,9.021,9.021,9.021,0,1.0,1.0,1.0,1.0,1.0,1.0,9.021,0.00097,0.0
930.0,0,0,0,0,0,0,52.266,43.4,17.36,93.0,54.715,0.0,1,0.05939338429562828,0.047278130487640145,0.018466002769900416,0.10712755320668475,0.06673977161007336,0.0,879.997,0.828811111111111,0.1159047619047619
7440.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
14570.0,0,0,0,0,0,0,198.4,234.546,93.0,29.76,31.0,93.0,0,0.03872826073801542,0.04795163007656036,0.018438617841206623,0.01372938804113096,0.034163506542311504,0.10037137408411122,5122.874,0.21802234042553192,0.07022145896656536
11160.0,0,0,0,0,0,-1,148.676,105.4,96.1,4553.9,6.076,91.853,0,0.20486096279526717,0.12231975823859548,0.10197368421052631,4.438066465256798,0.0010888888888888888,15.11734693877551,725.741,0.13652916666666667,-0.027241031746031742
1860.0,0,0,0,0,0,0,48.856,37.603,20.088,23.808,35.34,0.0,1,0.059869320771919164,0.044155655054421025,0.023053934822826243,0.03492020188241713,0.05728931102065431,0.0,816.044,0.39879444444444445,0.02933142857142857
12400.0,0,0,2,0,0,0,331.7,0.093,94.55,93.0,99.2,86.8,0,0.08131008017021922,2.1573421544656984e-05,0.024050024050024047,0.028727377190462512,0.030479093246975904,0.029768866018839442,4079.445,0.29206333333333334,0.022305999999999993
1550.0,0,0,0,0,0,0,51.956,40.362,21.7,21.669,26.319,25.606,0,0.03426772168721503,0.0272026408708188,0.03257480571455163,0.03424120701479377,0.04389411643056561,0.04239811107689149,1516.179,0.5916633333333333,0.13358457142857144
4960.0,0,0,0,0,0,0,136.4,109.957,2480.0,139.5,148.8,139.5,0,0.03383886547512843,0.032901083407539326,1.1121305641282286,0.03800097958080697,0.04053814385973802,0.03736982843096547,4030.868,0.6948052083333334,-0.005398392857142859
11160.0,-1,-1,2,0,-1,-1,36.27,0.0,0.0,12.09,12.09,12.09,1,3.0000000000000004,0.0,0.0,1.0,1.0,1.0,12.09,0.001625,0.00021666666666666668
4960.0,0,0,0,0,0,-1,35.557,62.0,62.0,0.0,23.746,71.393,0,0.299790904338735,0.42096400757735214,0.30284675953967294,0.0,0.10831447963800904,3.006527415143603,118.606,0.032940625,0.0011316071428571428
4030.0,0,0,0,-1,-1,-1,1240.0,155.0,41.23,219.945,36.89,64.79,0,0.491926260253588,0.04242105441772861,0.0749718151071026,5.334586466165414,0.16772374911909796,1.7563025210084036,2520.703,0.2904282051282051,0.16468967032967033
620.0,2,2,0,0,0,2,0.0,51.181,31.0,62.0,0.0,46.5,0,0.0,0.19884379140069855,0.10361620557455187,0.19069412662090007,0.0,0.12531328320802004,266.073,0.5109083333333333,-0.04257857142857143
6200.0,2,2,2,2,2,2,195.3,170.5,170.5,170.5,155.0,155.0,1,0.04559270516717326,0.03906971457797605,0.038607328372876594,0.03816846868103652,0.03398493787553356,0.03343788244578047,4283.58,0.7184725,-0.011063285714285732
8680.0,-1,-1,-1,0,0,-2,0.0,123.008,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,233.244,0.009142857142857142,0.0038489795918367335
3100.0,-2,-2,-2,-2,-2,-2,234.205,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,1.0,-62.0,0.005925,0.0019042857142857147
4960.0,-1,-1,-1,-1,-1,-2,49.662,26.04,26.04,0.0,0.0,239.816,0,1.8204545454545453,0.5243445692883895,1.0,0.0,1.0,1.0,27.28,0.004335416666666667,0.0016439285714285716
1860.0,0,0,0,0,0,0,60.047,40.331,21.142,21.39,25.296,25.885,0,0.04243340343498072,0.02776947705442903,0.014444868047612996,0.03521306455728502,0.042480087459003585,0.0432127516431196,1415.088,0.5495527777777778,0.11531761904761904
2790.0,0,0,0,0,0,0,112.251,111.507,36.549,34.472,34.224,35.433,0,0.043248730964467005,0.041827526861714495,0.013450766089010075,0.03126669478419795,0.035679658716307926,0.037068266580184854,2595.475,0.6568814814814815,0.15292063492063493
11160.0,-1,-1,-1,-1,-1,0,258.509,105.214,399.962,837.0,0.0,2138.318,0,2.102092261154525,0.4078346551309781,3.8014142604596346,4.1853976127732135,0.0,6.928284451586983,122.977,0.027064814814814816,-0.006916349206349206
4650.0,0,0,0,0,0,0,124.961,310.186,101.246,125.24,52.638,24.8,0,0.046867188317501654,0.1162029079760301,0.03669415545019437,0.04500139236981342,0.019355941863778856,0.019613611846621554,2666.279,0.5326788888888888,0.04199714285714286
1550.0,0,0,0,0,0,0,43.741,37.014,11.749,8.711,9.951,6.107,0,0.07536587971370581,0.0657488986784141,0.022298052597517208,0.021368821292775668,0.03620572975411685,0.024939865805798205,580.382,0.27931333333333336,0.04905371428571428
620.0,0,0,0,0,0,-1,52.669,45.26,19.406,54.25,4.65,0.0,1,0.09453068491626328,0.07538596581814427,0.032005726264123936,0.09594298245614036,0.008366800535475234,0.0,557.163,0.7768083333333333,0.1353585714285714
4340.0,-2,-2,-2,-2,-2,-2,316.572,26.35,12.865,3.1,44.33,0.0,0,15.196428571428571,0.08323540932236585,0.48823529411764705,0.24096385542168675,14.299999999999999,0.0,20.832,0.016284523809523808,0.005506326530612246
11780.0,-2,-2,-1,0,0,0,6.913,1028.518,36.301,37.107,38.75,155.0,0,1.0,1.0,0.036058506543494996,0.03639293423732936,0.03724228339887976,0.14681700728212355,-2.511,0.058158771929824556,-0.020503909774436092
14880.0,0,0,0,2,2,0,498.418,1726.483,527.0,0.0,558.0,750.2,0,0.038093297541397265,0.1291156437351336,0.03545862604081496,0.0,0.03820479894724554,0.05149363457818841,13084.139,0.9586857638888889,-0.02181565476190476
1550.0,0,0,0,0,0,0,54.777,42.222,31.062,26.04,30.845,28.024,1,0.03953197011051949,0.032233634685473564,0.026129814587842595,0.0258493353028065,0.04238190569493547,0.037519714451730725,1385.638,0.6845533333333332,0.09440114285714288
1860.0,2,2,2,2,2,0,0.0,155.0,77.841,0.186,93.0,93.0,0,0.0,0.09056658455296333,0.04243346007604563,9.963798199873792e-05,0.05410572258192508,0.054244643341470035,1757.235,0.9501055555555555,0.002447619047619048
2170.0,-1,-1,-2,-2,-2,-1,0.0,0.0,0.0,0.0,822.399,62.0,0,0.0,1.0,1.0,1.0,1.0,0.07538919672810886,172.98,0.07645,-0.04275306122448979
2480.0,-1,-1,-1,-1,-1,-1,88.691,101.649,102.889,35.65,35.65,32.085,0,0.4684020956123117,1.1461027612722825,1.012816600549283,0.34648990659837303,1.0,0.9,189.348,0.03721875,0.010671785714285715
10850.0,-1,-1,-1,-1,-1,-1,70.432,22.382,26.877,35.65,163.153,155.341,0,3.1865357643758765,0.31778169014084506,1.200831024930748,1.3264129181084199,4.576521739130435,0.9521185635569068,22.103,0.005231904761904761,-0.001594204081632653
4030.0,0,0,0,-1,-1,-1,338.148,0.0,4143.367,141.546,4149.071,148.676,0,0.06362650054247017,0.0,3.3464446670005006,0.037897462712581854,3.0330863190336985,0.03789267429366032,5314.578,0.8729974358974358,0.12012571428571428
11160.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,1.0,-3.193,-0.0002861111111111111,0.0
10230.0,0,0,2,0,0,0,287.06,0.0,111.383,127.1,489.614,0.0,0,0.08745832506918275,0.0,0.03402655453908365,0.03871723200120873,0.14831300297677738,0.0,3282.249,0.323020202020202,-0.00013264069264069057
1550.0,0,0,2,0,0,0,62.0,31.0,31.0,31.0,31.0,31.0,0,0.15101177891875567,0.06792555359326179,0.0658718134510243,0.06278252134605726,0.059984404054945706,0.05749439429655609,410.564,0.31046333333333337,-0.015622285714285722
8680.0,2,2,2,2,2,3,201.5,0.0,441.874,460.35,0.0,155.0,0,0.04790931135892919,0.0,0.10573164309079984,0.10283862300122577,0.0,0.033463842318375,4205.863,0.5089333333333333,-0.012165714285714283
3100.0,0,0,0,0,0,0,62.0,82.987,95.356,157.48,93.0,63.023,0,0.0383670963781461,0.050804676231686025,0.05646419589918681,0.0905913403238462,0.04991680532445924,0.03404618759734061,1615.968,0.5586433333333333,-0.017642285714285715
1550.0,0,0,0,0,0,0,41.54,40.455,21.7,22.258,22.444,21.204,0,0.07047068104128319,0.06763760754638747,0.034552544548102075,0.035414817007004044,0.03564570922160406,0.034273688430124766,589.465,0.39703333333333335,-0.004443428571428565
930.0,-1,2,0,0,3,2,0.0,40.672,93.0,0.0,31.0,31.0,1,0.0,0.07446929276875922,0.1610219526595459,0.0,0.04832785617630002,0.04716758643460214,564.169,0.6536666666666667,-0.025638095238095227
7440.0,-1,-1,-1,-1,-1,-1,10.106,10.106,175.956,14.756,10.106,16.306,0,1.0,1.0,17.411042944785276,0.08386187455954898,0.6848739495798319,1.6134969325153374,10.106,0.005177777777777777,-0.0006904761904761904
2480.0,2,0,0,0,0,0,62.0,52.7,31.0,31.0,31.0,31.0,1,0.14256183619645021,0.10972697347189053,0.06013229104028864,0.05863383172090296,0.05672471495830733,0.05498735290883097,434.899,0.20629583333333337,-0.009863571428571425
12400.0,-1,-1,-1,-1,-1,-1,299.987,367.877,243.009,459.947,246.729,177.072,0,0.4922177009155646,1.227705358990275,0.6605713322659476,1.892715907641281,0.5364291972770776,0.7176781002638523,609.46,0.029928333333333335,0.003358571428571429
