,LIMIT_BAL,PAY_SEP,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,PAY_AMTSEP,PAY_AMTAUG,PAY_AMTJUL,PAY_AMTJUN,PAY_AMTMAY,PAY_AMTAPR,PAID_TO_REMAINING_SEP,PAID_TO_REMAINING_AUG,PAID_TO_REMAINING_JUL,PAID_TO_REMAINING_JUN,PAID_TO_REMAINING_MAY,PAID_TO_REMAINING_APR,CREDIT_UTIL_MEAN,CREDIT_UTIL_TREND
4927,5270.0,-1,-1,-1,0,0,0,521.885,68.2,170.81,155.0,251.1,0.0,2.003212755830557,0.1306801306801306,2.5045454545454544,0.6657789613848202,0.6474820143884892,0.0,0.0658617647058823,-0.0082210084033613
4666,2480.0,0,0,0,0,0,0,99.2,143.003,34.1,46.5,46.5,29.946,0.042517006802721,0.0607621280575349,0.0140884756269371,0.0519606484688928,0.0514156440666346,0.0328080423855454,0.6598895833333334,0.1494803571428571
25319,1550.0,0,0,-1,-1,0,0,31.0,12.09,833.838,31.0,31.0,31.0,0.0249289524854165,0.0171798599180652,68.96923076923076,0.0371774853148933,0.0371595258444502,0.0371388249275792,0.4798,0.0153154285714285
22976,15500.0,-2,-2,-2,-2,-2,-2,80.104,140.244,109.058,68.448,79.05,184.543,0.5847476804706947,1.7507739938080495,0.7776304155614501,0.6276293348493461,1.1548913043478262,2.3345098039215686,0.006601,0.0006559428571428
20121,15500.0,-2,-2,-2,-2,-2,-2,273.73,234.67,48.856,0.0,412.145,1180.79,0.1726902917937886,0.857304643261608,0.2081902245706737,0.0,1.0,2.864986837156826,0.0274676666666666,0.0126668
27971,930.0,1,2,2,2,0,0,0.0,108.5,0.0,0.0,31.0,0.0,0.0,0.1314208471012316,0.0,0.0,0.0353356890459364,0.0,0.9234777777777776,0.0050038095238095
5369,310.0,1,2,2,3,2,2,0.0,63.085,0.0,0.0,33.139,31.0,0.0,0.2920493685419058,0.0,0.0,0.1286092396535129,0.1082133968185261,0.8204166666666667,-0.0394428571428571
8278,620.0,0,0,0,0,-1,-1,155.0,39.525,83.824,99.2,0.0,0.0,0.5023610971566361,0.0911430409607548,0.1808332776031565,0.2175390890550645,0.0,1.0,0.4542083333333334,0.1275357142857143
15058,11160.0,-1,-1,-1,-1,-1,-1,0.0,241.769,264.368,0.0,129.766,0.0,0.0,1.0,1.0934735222464418,0.0,1.0,0.0,0.011975,0.0004157142857142
9977,4030.0,0,0,0,0,0,0,108.5,74.059,73.408,155.0,60.884,52.917,0.0343524562006183,0.0328674022507773,0.0335069051392347,0.0774833410816674,0.0311543281356577,0.0302161329722266,0.5503935897435898,0.0575905494505494
28537,620.0,0,0,0,0,0,0,75.082,79.36,75.206,32.178,34.596,41.292,0.2538784067085953,0.2171700033932813,0.1716064228619933,0.0637474666830436,0.0652326397007248,0.0739794501527353,0.7238416666666666,-0.0863299999999999
16073,930.0,0,0,0,0,0,0,62.0,40.517,62.0,7.812,7.719,3.1,0.123747061007301,0.0982632884745507,0.1546790409899458,0.019043300838812,0.0197697499007542,0.0080295487393608,0.4481944444444445,0.0193857142857142
14557,6200.0,3,2,2,2,0,0,248.0,93.0,105.4,210.8,421.6,182.9,0.0454346677873884,0.0166880830399012,0.0190627838392446,0.0383444231419871,0.0750216514692659,0.0307862495042892,0.9037241666666668,-0.0116218571428571
8079,2790.0,2,2,2,2,0,0,124.0,64.79,0.0,64.418,89.9,62.0,0.0443355759745513,0.0227426059326644,0.0,0.0350699542639191,0.0495565542815154,0.0342213780948958,0.8327185185185185,0.0924152380952381
17643,620.0,0,0,2,2,2,0,93.93,0.0,67.425,0.0,310.0,28.861,0.1491655590016246,0.0,0.1204519023093537,0.0,0.8671522719389524,0.047866323907455,0.8999916666666666,0.0422471428571428
6783,6510.0,0,0,0,0,0,0,62.0,77.5,62.0,62.0,62.0,62.0,0.0497921179077352,0.0602148465725709,0.0464867628942658,0.0454493807521872,0.0441559588466463,0.0431155280574298,0.2066619047619047,-0.0059061224489795
20568,12400.0,0,0,0,0,0,0,310.0,992.0,558.0,155.0,124.0,310.0,0.0615233173372708,0.2060275948209813,0.1052096301881498,0.0289465761989671,0.0255053242364343,0.0715225725238885,0.3993016666666666,0.0076744285714285
19262,3410.0,0,0,0,0,0,0,164.3,133.3,148.8,77.5,62.0,62.0,0.0523115796123021,0.0409797007528828,0.0452603886735877,0.0230115702175053,0.0412209649827902,0.0597943075819182,0.7619803030303031,0.1314246753246753
21287,620.0,1,2,0,0,0,0,0.0,39.897,62.0,20.088,31.0,31.0,0.0,0.0760773186735236,0.1115946880928467,0.0356024394264051,0.0538618980932888,0.0518564613150798,0.9032083333333332,-0.0202442857142857
498,7750.0,-1,-1,-2,-1,-1,-1,0.0,0.0,3.72,0.186,50.995,0.0,0.0,1.0,1.0,0.0499999999999999,1.0,0.0,0.0012126666666666,-0.0009105142857142
3046,7750.0,-1,-1,-2,-2,-1,-1,0.0,0.0,0.0,78.926,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0066133333333333,0.0033407999999999
5511,2480.0,-1,-1,-1,-1,-2,-2,0.0,120.435,0.0,0.0,0.0,26.66,0.0,1.0,0.0,1.0,1.0,1.0,0.0186354166666666,0.0104232142857142
27082,4030.0,0,0,0,0,0,0,137.702,161.2,155.372,77.5,155.0,62.0,0.0357099790177746,0.0412593627015361,0.0405023192668854,0.0203075373455611,0.1165582674779122,0.0507897810960434,0.7430141025641026,0.1483756043956044
14195,4340.0,0,0,0,0,0,0,186.0,186.0,121.21,122.016,120.001,119.071,0.0478953964541441,0.0477114412036006,0.0349734791903326,0.0366565774155995,0.0371144498029703,0.036140383891607,0.810454761904762,0.0334204081632653
16086,2170.0,2,2,2,2,2,2,52.7,49.6,31.0,31.0,46.5,0.0,0.0707272424696289,0.0639105252646295,0.0385653682992672,0.0381592001831641,0.0566529440646598,0.0,0.3692571428571429,-0.0087518367346938
21228,3100.0,2,2,2,2,2,2,98.735,0.0,93.0,40.3,18.6,62.0,0.127773097444538,0.0,0.1112759643916913,0.0440618221258134,0.0199866755496335,0.0666777796299383,0.281825,-0.0099648571428571
23163,2480.0,0,0,0,0,0,0,68.2,62.0,62.0,52.7,49.6,52.7,0.0526908246114051,0.0465592699506471,0.0456100342075256,0.0446053736356003,0.0411564975820557,0.0428243947905383,0.510925,0.0100921428571428
6933,6200.0,1,2,2,2,2,2,201.531,0.0,310.0,124.031,155.0,0.0,0.0580187416331994,0.0,0.089206861791809,0.0336886598632582,0.0413975823811889,0.0,0.58563,-0.0116065714285714
4566,7440.0,0,0,0,0,0,0,155.0,155.0,186.0,186.0,158.038,163.711,0.0395585268404604,0.0386485379258102,0.0453796003569861,0.0441166738968993,0.0364669022446673,0.0370404141007476,0.5599715277777778,-0.0138048809523809
28372,2480.0,-1,-1,2,-1,-1,-1,401.791,0.0,74.493,12.617,98.456,227.416,13.11842105263158,0.0,0.1959872767310986,0.1700793982448809,7.803439803439803,2.540166204986149,0.0663729166666666,0.0135403571428571
11636,2480.0,-1,2,2,2,2,3,0.0,46.5,0.0,31.0,0.0,31.0,0.0,0.3697313285679073,0.0,0.1963864886095836,0.0,0.177999288002848,0.0632708333333333,-0.0044157142857142
9034,620.0,1,2,0,0,0,-2,0.0,37.2,12.307,0.0,0.0,0.0,0.0,0.059370670888581,0.0197041890013897,0.0,1.0,1.0,0.6753583333333334,0.2358985714285713
22498,930.0,-1,-1,-1,-1,-1,-1,345.898,565.595,301.134,871.472,285.417,445.749,0.3732271875836233,1.6351496683993547,0.5324198410523431,2.8939674696314595,0.3276162687257588,1.5617464972303683,0.5906833333333333,0.0582295238095238
5636,1550.0,1,2,0,0,0,0,0.0,62.0,55.8,77.5,170.5,55.831,0.0,0.0474687299741295,0.041737194796763,0.0565482922415743,0.1199720792251985,0.0361146203051996,0.8942733333333334,-0.0263234285714285
1047,4340.0,1,2,2,2,0,0,118.451,55.025,0.0,56.823,57.35,62.0,0.0890738280066205,0.0388071448872953,0.0,0.0403548941041785,0.0398956244204351,0.0422859800833033,0.3264214285714286,-0.0046632653061224
7986,2480.0,-1,-1,-1,0,0,-2,0.0,20.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0020625,0.0005892857142857
19563,6820.0,0,0,0,0,0,0,62.0,124.0,44.02,62.0,93.0,954.459,0.0693168821266419,0.1372448104306056,0.0522616024437819,0.0906330720079757,0.1682463126016488,1.964711888201136,0.1066196969696969,0.0136306493506493
2737,13020.0,-1,-1,-1,-1,-1,-1,81.499,135.16,63.984,46.066,70.99,39.99,3.947447447447447,1.658425256751617,0.4742647058823529,1.0319444444444446,1.5410497981157467,0.5633187772925765,0.005104365079365,-0.0001210204081632
3881,6200.0,-1,-1,-1,-1,0,0,60.078,149.389,405.294,0.0,0.0,24.49,0.3594213649851632,2.486584107327141,2.7130109981323924,0.0,0.0,1.0,0.0227441666666666,0.0026155714285714
1605,3100.0,0,0,-2,-2,-2,-1,0.0,0.0,0.0,0.0,517.948,62.0,0.0,1.0,1.0,1.0,1.0,0.119703136222169,0.04387,-0.0101342857142857
8519,4650.0,1,2,2,4,3,2,301.754,449.5,0.0,62.0,164.3,155.0,0.0772920008258031,0.1097570206645977,0.0,0.0143784553225447,0.038241745555299,0.035348929280932,0.9111777777777778,-0.0177546666666666
24658,3100.0,-1,-1,-1,-1,-1,0,0.0,231.942,474.765,300.855,0.0,142.6,0.0,1.0,2.1680351075877686,0.6372709961258126,0.0,1.72349194454852,0.0688333333333333,-0.0047131428571428
3204,6200.0,1,-2,-1,0,0,-2,0.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.0042133333333333,0.0007417142857142
17073,930.0,1,4,4,3,2,3,140.058,6.386,0.0,77.5,0.0,62.0,0.1725415314111132,0.0068795084157093,0.0,0.0873148924280525,0.0,0.0675812664729337,0.9673166666666668,-0.0166999999999999
21376,1550.0,0,0,0,0,0,0,62.0,52.793,43.586,22.351,19.995,20.398,0.0361912344830082,0.0320975554592231,0.0278708347374472,0.0208333333333333,0.0284667667049165,0.0355618007890612,0.7817833333333333,0.1661891428571428
24277,6200.0,0,0,2,2,2,2,372.0,0.0,310.0,155.0,0.0,186.0,0.0827072851333655,0.0,0.0863289478227839,0.0408633610931766,0.0,0.0503077155266379,0.6472525,0.0299321428571428
21436,2480.0,0,0,0,0,0,0,93.0,62.0,93.0,93.0,93.0,31.0,0.1998933901918976,0.1147183664104623,0.1566988769913815,0.1375705048837529,0.1227395466819409,0.0369849840964568,0.2601541666666666,-0.0299414285714285
18903,1550.0,0,-1,0,-1,-1,0,265.36,49.6,276.923,365.304,6.169,256.897,0.496231884057971,0.1869158878504672,1.8905820105820104,1.3191536997649165,0.016887304820095,0.834793996172056,0.20393,0.0129914285714285
6661,4650.0,1,2,-1,-1,0,0,31.0,155.0,184.76,155.0,155.0,31.0,0.0246937969182141,1.288659793814433,4.328249818445897,1.2478163214374844,0.6458279514337381,0.0879043600562587,0.0765311111111111,0.0250255238095238
8883,8680.0,-2,-2,-2,-2,-2,-2,86.211,137.857,719.138,15.221,91.481,0.0,1.3223965763195435,1.606575144508671,5.242485875706215,0.0212710652861413,6.034764826175868,0.0,0.0213124999999999,-0.0016317346938775
29653,11160.0,-1,-1,-1,-1,-1,-1,735.258,367.35,430.838,231.787,239.258,5218.85,0.4109930860004505,0.4998523642805922,1.172827004219409,0.5965850155589244,1.0322321786812894,21.812645763151075,0.0560157407407407,0.0236477777777777
18879,6200.0,1,2,2,2,2,2,0.0,496.0,0.0,403.0,248.0,0.0,0.0,0.0956857679380913,0.0,0.0738170812726064,0.0433322500270826,0.0,0.8911791666666667,-0.0197278571428571
18381,8990.0,0,0,0,0,0,0,248.0,201.5,189.1,7287.325,311.457,232.5,0.0304789771255276,0.0359197387253466,0.0376526940193942,1.6361124451033209,0.0267563961555157,0.0336965067954622,0.77425,-0.0360381280788177
17713,14570.0,-2,-2,-2,-2,-2,-2,162.471,98.456,23.746,113.863,524.086,44.547,22.98684210526316,0.6090124640460212,0.2423283770958557,4.820209973753281,4.648336541105307,0.0852970855345165,0.0105851063829787,-0.0046177507598784
29720,6200.0,-2,-2,-2,-2,-2,-2,119.536,21.886,160.952,118.048,373.085,1036.516,0.9011451273662072,0.18706942236354,7.354107648725213,0.7355611357929303,3.1737869198312234,2.778230162027421,0.0248025,-0.0061864285714285
1312,9920.0,0,0,0,0,0,0,93.0,93.0,46.5,62.0,93.0,62.0,0.1397949673811742,0.1281394156842644,0.0592159804192491,0.0776970591663105,0.1119402985074626,0.0694034771142034,0.0789380208333333,-0.0042284821428571
24581,6200.0,1,-1,-1,-2,-1,-1,46.5,0.0,0.0,31.0,31.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0029166666666666,-0.0005
1812,3100.0,0,0,0,0,0,0,139.5,310.0,341.0,93.0,124.0,93.0,0.0369170187456417,0.0931836183198993,0.0954745083062822,0.0358641466126313,0.0666744453519577,0.0477608138442679,0.9181316666666666,0.1339831428571428
4127,8370.0,-2,-2,-2,-2,-2,-2,0.0,209.033,10.478,0.0,13.392,94.302,0.0,1.0,0.0501260566513421,0.0,1.0,7.041666666666668,0.0121012345679012,0.0068465608465608
11551,930.0,2,2,2,2,2,2,46.5,18.6,0.0,40.3,0.0,40.3,0.1035268134446821,0.0388098318240621,0.0,0.0868519508284339,0.0,0.083231961073052,0.5115333333333333,-0.0064780952380952
1906,11160.0,-1,-1,-1,-1,-1,-1,207.545,50.592,50.592,693.749,275.931,150.412,0.3010747852677969,0.287172268168221,1.0,13.712622549019608,0.3977389516957862,0.5451072913155826,0.0289185185185185,0.0013168253968253
22106,7130.0,-1,-1,-1,-1,-1,-2,695.547,1777.106,1063.641,0.0,0.0,0.0,1.313872460033964,2.556913470115968,0.599266439612261,0.0,1.0,1.0,0.0949572463768115,0.0218150310559006
6285,12400.0,-1,-1,-1,-1,-1,-1,0.0,59.303,26.35,25.048,24.025,11.78,0.0,1.0,0.4466631634261692,0.9505882352941176,0.959158415841584,0.4903225806451612,0.0036699999999999,0.0012238571428571
20551,620.0,2,2,0,0,0,0,0.0,37.262,31.0,5.425,100.44,0.0,0.0,0.0713395453736126,0.0581835107930412,0.0203843913803145,0.3698630136986301,0.0,0.6734166666666667,0.0857342857142857
25539,11160.0,0,0,0,0,0,0,186.899,170.097,156.333,312.604,156.829,156.24,0.0412163224567088,0.0533396844530422,0.0493043809821769,0.1167535023735093,0.0585315623843021,0.0684717486108658,0.2767768518518518,0.0340138095238095
6663,1550.0,1,2,2,2,2,2,0.0,93.0,0.0,93.217,0.217,96.689,0.0,0.0798212005108556,0.0,0.0808072664731807,0.00017803097739,0.0864419932376254,0.7619533333333334,0.0088148571428571
2743,7440.0,0,0,0,0,0,0,270.847,232.686,201.531,201.531,217.031,527.031,0.0381105673183455,0.0322570941111249,0.0343795446733123,0.0341293882329471,0.0360476791185026,0.0857281166640613,0.8569798611111112,0.0319944047619047
15450,2790.0,0,0,0,0,0,0,109.585,114.793,64.635,31.806,62.0,62.0,0.0412153575301099,0.0421384435062644,0.0232270570149054,0.0160832693242205,0.082423243354626,0.0777816668611208,0.6984870370370371,0.1641552380952381
6578,6200.0,2,2,2,2,2,2,186.0,248.0,217.0,201.5,186.0,173.6,0.0348179312345858,0.0459553543732264,0.0393957812746223,0.0360592258916337,0.032661237643165,0.0300256826821513,0.8954675,-0.0146215714285714
25649,5270.0,0,0,0,0,0,2,155.0,210.8,201.5,257.3,0.0,130.2,0.0365582592419279,0.0508069336521219,0.0470428162000984,0.0591737069119167,0.0,0.038071756195725,0.7567568627450981,0.0326201680672268
22460,14880.0,-1,-1,-1,0,-1,-1,108.345,249.147,140.213,138.322,2996.615,212.815,0.1764260474507824,2.310810810810811,0.581213055769725,0.9453389830508476,21.7713963963964,0.0710456596431676,0.0475201388888888,-0.0228520238095238
16402,930.0,0,0,0,0,0,0,47.182,55.8,37.882,46.5,31.0,0.0,0.0382941250471757,0.0657102179388895,0.0453465934392162,0.054786515212389,0.0439232222075811,0.0,0.8275166666666666,0.179587619047619
22668,1550.0,2,2,2,2,2,2,106.144,68.2,62.0,0.0,124.0,71.3,0.0841918906292261,0.051041715001624,0.0451334822738248,0.0,0.0903832248734635,0.0483711539674861,0.8839166666666666,-0.0221914285714285
21835,4030.0,0,0,0,0,-1,0,145.7,158.34799999999998,119.66,2553.377,94.271,62.0,0.0360656240887674,0.0388881698654749,0.0293866861562823,0.6755214014483601,0.0492429762772245,0.0325451971425316,0.8181538461538462,0.1236338461538461
16541,1240.0,0,0,2,0,0,2,96.1,0.0,65.1,93.0,0.0,93.0,0.1510132501948557,0.0,0.0940986691759645,0.1247556867800557,0.0,0.1150350857011388,0.5941166666666666,-0.0289271428571428
26499,4650.0,0,-1,-1,-1,-1,-1,342.643,317.843,341.0,356.5,310.0,744.0,0.9638963983605128,0.927705392689106,1.072961373390558,0.5577650596566107,0.956297217175098,2.493765586034913,0.0816333333333333,0.0001207619047619
11178,4960.0,0,0,0,0,0,0,186.0,135.47,136.4,138.57,137.02,196.85,0.0405468417389188,0.0291547134565347,0.0354030720211131,0.0361261749088763,0.0358547961873859,0.0517843162839248,0.8247729166666667,0.0369928571428571
20601,6200.0,0,0,0,0,0,0,93.0,108.5,46.5,15.5,31.0,3397.166,0.0433638807782371,0.0500987661389596,0.0339750849377123,0.0113962711400829,0.024167431968679,131.7139423076923,0.2243983333333333,0.0610682857142857
14152,3720.0,-1,-1,-1,-1,-1,-1,124.0,31.0,0.0,592.1,0.0,0.0,4.081632653061225,0.25,0.0,1.0,0.0,1.0,0.0348333333333333,-0.0093809523809523
5456,5580.0,2,2,0,0,0,-2,0.0,65.1,6.2,0.0,0.0,0.0,0.0,0.1002913224127226,0.0090163195383644,0.0,1.0,1.0,0.071325,0.0286636507936507
16717,1550.0,1,2,2,2,2,2,58.9,0.0,99.2,46.5,0.0,93.0,0.0562529606821411,0.0,0.09415087678004,0.0413097959296081,0.0,0.0828935370672266,0.7066933333333334,-0.0118171428571428
2591,14880.0,1,-1,-1,-1,-1,0,1213.619,10672.091,1032.672,1162.841,972.873,329.623,1.0,8.843304477381901,0.098214496308701,1.1316900983527425,0.8405335190293811,0.3148000118423779,0.1674114583333333,0.0083822023809523
24712,12400.0,0,0,0,0,0,0,121.024,175.026,155.0,93.0,155.0,155.0,0.0369661963829182,0.0525233731801479,0.0449842555105713,0.0266799473515705,0.0512699568306963,0.0589219637512079,0.2579499999999999,0.0094558571428571
4937,6510.0,0,0,0,0,0,0,124.0,124.0,124.0,155.0,186.0,728.5,0.0434390712726561,0.0454540289314894,0.0441827841781449,0.0537478366495748,0.0621607061456218,0.2332158983774127,0.4451849206349206,-0.0097242176870748
5766,9920.0,-1,-1,-1,-1,-1,-1,152.799,63.984,135.315,36.673,101.897,87.11,6.145885286783043,0.418746195982958,2.114825581395349,0.2710194730813288,2.778529163144548,0.8548828719196836,0.0086614583333333,-0.0003114285714285
27392,1550.0,-1,0,0,0,0,0,1411.585,108.5,44.144,62.0,40.3,23.374,2.2488640853417623,0.0689017067937082,0.0266966629171353,0.04380105560544,0.064420218037661,0.0356416922713306,0.7046033333333334,0.0542828571428571
14996,1860.0,1,2,0,0,0,0,0.0,76.229,44.423,30.69,74.989,0.0,0.0,0.0390094549146519,0.0238709999833419,0.0357078449053201,0.0855314334205501,0.0,0.7611833333333333,0.1469752380952381
19196,9610.0,0,0,0,0,0,0,62.0,40.3,45.291,31.0,62.0,62.0,0.1427042454513022,0.0845418482148663,0.0891234063319709,0.0673174015483002,0.157952930026852,0.2077274615704196,0.0445860215053763,0.0029141013824884
4811,4030.0,0,0,0,0,0,0,155.0,62.0,155.0,93.0,186.0,70.67999999999999,0.2035416242621616,0.0891027354539784,0.2151000215100021,0.1094491061656329,0.4964832436905254,0.2391190351337178,0.1529307692307692,0.0224325274725274
21595,620.0,0,0,0,0,-1,0,59.52,31.0,0.0,1.24,31.0,26.164,0.1090971077902153,0.0528541226215644,0.0,1.0,12.5,1.562962962962963,0.467825,0.2297357142857142
17790,4650.0,-2,-2,-2,-2,-2,-2,13.516,343.666,194.804,194.928,129.332,99.417,0.0752113161980334,25.54377880184332,0.5701841938118138,1.005597313289621,0.6667732140003195,0.772398843930636,0.0376822222222222,-0.0008525714285714
8640,7440.0,-1,-1,-1,0,0,0,535.277,882.663,374.139,0.651,92.318,802.745,3.4369028662420384,1.6572376462371226,0.425039619651347,0.0008542836221625,0.277928138124125,2.770704044511021,0.0661409722222222,0.0001905952380952
12850,4030.0,2,-1,-1,-1,-1,-1,30.69,30.69,30.69,35.03,31.0,306.28,1.0,1.0,1.0,1.1414141414141414,0.8849557522123893,9.97979797979798,0.0077948717948717,-9.230769230769223e-05
20021,15500.0,0,0,0,0,0,-1,449.965,335.265,182.094,84.599,303.304,8670.886,0.0293742664022341,0.0394423008191161,0.0273870412763834,0.0243178699363761,0.2881206195889039,28.88331268071045,0.379561,0.1854433714285714
7743,15500.0,0,0,0,0,0,0,120.9,99.2,85.746,65.1,52.793,33.852,0.0296082599453385,0.0308445626819347,0.0301290779369315,0.027576426095178,0.027125177197649,0.0245824141191301,0.1702093333333333,0.0328589714285714
27712,2480.0,0,0,0,0,0,0,75.981,93.527,48.267,46.5,31.0,38.409,0.036631843249787,0.0447194841769806,0.0237818848327478,0.0262297375277598,0.0344139307591713,0.0462486002239641,0.65183125,0.1157496428571428
6558,8370.0,0,0,0,0,0,0,154.628,217.0,155.0,155.0,155.0,155.0,0.033212371408596,0.0493214773896255,0.0368348546128288,0.0396205931995213,0.042251140780801,0.0452255397668171,0.4833,0.0294647619047618
13291,930.0,0,0,0,0,0,0,54.157,55.8,35.216,36.518,75.33,0.0,0.0639786127591005,0.0635772817179994,0.0387356361032495,0.0423192987498203,0.0854941420680434,0.0,0.9500944444444444,-0.010835238095238
7597,310.0,0,0,0,0,0,0,33.139,33.511,7.781,11.625,0.0,0.0,0.374430823117338,0.2792560061999483,0.0514028261314765,0.0742133386107263,0.0,1.0,0.3656166666666666,0.0282657142857142
21791,5270.0,2,0,0,0,2,0,126.015,177.537,232.5,62.0,130.2,155.0,0.0365656202212827,0.0505084357113249,0.0647629245209702,0.0166865514738396,0.0358667805294619,0.0423445320505763,0.6817647058823529,-0.0083586554621848
14092,2480.0,0,0,0,0,0,0,47.771,48.236,37.789,39.122,39.37,40.734,0.049181374269939,0.0480766259848601,0.0365188735769922,0.0370707634462297,0.0365404534468868,0.0370683818551117,0.4194270833333333,-0.0101467857142857
10171,1860.0,0,0,0,0,0,0,50.468,50.158,42.625,43.493,47.12,37.355,0.0451194501413447,0.0435801438306353,0.0360731432169373,0.0360909605391778,0.0393100059482245,0.0304723851911794,0.634475,-0.0108033333333333
16282,3410.0,0,0,2,2,2,2,244.9,0.0,266.6,117.8,0.0,114.7,0.0903704042645679,0.0,0.0939839353040817,0.0385528478379968,0.0,0.0378195496407142,0.8619454545454545,-0.0199090909090908
20350,620.0,1,2,4,3,2,2,108.5,0.0,0.0,0.0,58.9,0.0,0.3149464591019527,0.0,0.0,0.0,0.1508535132989281,0.0,0.6568,-0.0154542857142857
13586,1550.0,0,0,0,0,0,2,112.53,62.0,108.5,84.103,0.0,5.983,0.0794745484400656,0.0479478327579593,0.1176233364699556,0.0836880745264976,0.0,0.0106189821182943,0.67573,0.0885857142857143
26708,9610.0,0,0,0,0,0,0,7443.131,279.372,265.019,258.044,264.244,280.612,10.4683031042902,0.0353356336260978,0.035459492641813,0.0342763022441836,0.0358425350478096,0.0380716851305086,0.665321505376344,-0.0943983410138249
2467,6820.0,0,0,0,0,0,0,177.475,185.101,181.226,182.497,179.862,182.745,0.0350908377669355,0.037744078585561,0.0367774730113993,0.0372705804891328,0.0369323606920521,0.0375241090013303,0.7215537878787878,0.0044863636363636
10616,1550.0,0,0,0,2,0,0,62.0,155.0,0.0,31.0,31.0,31.0,0.1780785326328911,0.771366862079605,0.0,0.1244864932154861,0.1119444755401321,0.1250781738586616,0.1715766666666666,0.0054817142857142
